时间,设备名称,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(uT),磁场Y(uT),磁场Z(uT),四元数0(),四元数1(),四元数2(),四元数3(),温度(°C),版本号(),电量(%)
2025-05-07 11:48:52.859,WTRL(B95BEB737CD0),0.24,0.748,0.356,44.617,32.837,-34.607,61.45,-9.98,-150.8,-56.75,8.5,45.975,0.25681,0.06567,-0.51605,-0.81445,25.7,10080.1.21,100
2025-05-07 11:48:52.896,WTLL(633828FBF9B6),0.411,0.999,-0.026,71.472,-38.33,-31.311,82.15,-7.97,-114.61,-56.875,-4.75,5.725,0.44733,0.30884,-0.5777,-0.60883,26.9,10080.1.21,100
2025-05-07 11:48:52.979,WTRL(B95BEB737CD0),-0.094,0.846,0.235,64.941,15.381,0.488,66.62,-7.0,-148.65,-56.75,8.5,45.975,0.25681,0.06567,-0.51605,-0.81445,25.7,10080.1.21,100
2025-05-07 11:48:53.160,WTLL(633828FBF9B6),0.154,1.275,0.113,97.229,-7.263,-82.336,90.82,-3.15,-117.95,-55.125,-0.125,19.892,0.44733,0.30884,-0.5777,-0.60883,26.9,10080.1.21,100
2025-05-07 11:48:53.690,WTRL(B95BEB737CD0),0.118,1.262,0.218,81.055,-14.16,7.813,74.2,-7.03,-148.92,-54.0,5.625,60.783,0.25681,0.06567,-0.51605,-0.81445,25.7,10080.1.21,100
2025-05-07 11:48:53.105,WTLL(633828FBF9B6),-0.073,1.312,-0.446,-64.941,-119.446,-58.655,88.58,2.64,-114.27,-55.125,-0.125,19.892,0.44733,0.30884,-0.5777,-0.60883,26.9,10080.1.21,100
2025-05-07 11:48:53.188,WTRL(B95BEB737CD0),0.138,1.202,0.173,69.092,-58.35,-23.743,82.0,-7.93,-154.67,-54.0,5.625,60.783,0.25681,0.06567,-0.51605,-0.81445,25.7,10080.1.21,100
2025-05-07 11:48:53.236,WTLL(633828FBF9B6),-0.107,0.78,-0.058,19.775,30.945,-9.155,86.56,6.77,-108.81,-55.125,-0.125,19.892,0.37439,0.42554,-0.54904,-0.61414,26.9,10080.1.21,100
2025-05-07 11:48:53.279,WTRL(B95BEB737CD0),0.122,0.959,0.043,56.03,-3.967,-11.23,88.48,-5.99,-157.16,-54.0,5.625,60.783,0.17603,0.10239,-0.6937,-0.6908,25.7,10080.1.21,100
2025-05-07 11:48:53.316,WTLL(633828FBF9B6),0.178,0.778,0.016,22.522,-27.649,5.066,88.35,6.25,-111.72,-55.125,-0.125,19.892,0.37439,0.42554,-0.54904,-0.61414,26.9,10080.1.21,100
2025-05-07 11:48:53.399,WTRL(B95BEB737CD0),0.276,1.004,-0.087,37.476,-16.724,27.039,93.5,-7.24,-158.72,-54.0,5.625,60.783,0.17603,0.10239,-0.6937,-0.6908,25.7,10080.1.21,100
2025-05-07 11:48:53.439,WTLL(633828FBF9B6),-0.084,0.68,-0.146,11.841,-49.255,-0.122,88.58,6.27,-115.22,-45.875,1.625,21.0,0.37439,0.42554,-0.54904,-0.61414,26.9,10080.1.21,100
2025-05-07 11:48:53.489,WTRL(B95BEB737CD0),0.202,1.019,-0.043,42.603,-8.545,13.0,98.27,-9.04,-159.48,-53.375,14.125,71.767,0.17603,0.10239,-0.6937,-0.6908,25.7,10080.1.21,100
2025-05-07 11:48:53.526,WTLL(633828FBF9B6),-0.032,0.941,-0.179,52.307,-63.599,5.554,91.5,6.27,-120.53,-45.875,1.625,21.0,0.37439,0.42554,-0.54904,-0.61414,26.9,10080.1.21,100
2025-05-07 11:48:53.610,WTRL(B95BEB737CD0),0.075,0.965,-0.229,-5.127,-68.481,24.109,101.04,-9.9,-162.77,-53.375,14.125,71.767,0.17603,0.10239,-0.6937,-0.6908,25.7,10080.1.21,100
2025-05-07 11:48:53.646,WTLL(633828FBF9B6),-0.257,0.952,-0.102,58.167,-9.155,-18.433,96.93,6.87,-126.13,-45.875,1.625,21.0,0.37439,0.42554,-0.54904,-0.61414,26.9,10080.1.21,100
2025-05-07 11:48:53.669,WTRL(B95BEB737CD0),0.124,1.03,-0.124,22.156,27.222,0.854,103.35,-11.12,-163.98,-53.375,14.125,71.767,0.16537,0.05481,-0.7836,-0.59625,25.7,10080.1.21,100
2025-05-07 11:48:53.740,WTLL(633828FBF9B6),-0.222,1.038,0.037,20.569,26.062,-4.15,100.48,7.87,-123.62,-45.875,1.625,21.0,0.25452,0.40393,-0.65622,-0.58423,26.9,10080.1.21,100
2025-05-07 11:48:53.789,WTRL(B95BEB737CD0),0.301,1.183,-0.231,25.391,19.531,-3.906,105.69,-10.76,-161.52,-53.375,14.125,71.767,0.16537,0.05481,-0.7836,-0.59625,25.7,10080.1.21,100
2025-05-07 11:48:53.826,WTLL(633828FBF9B6),-0.159,0.963,-0.194,25.513,8.24,-1.709,102.45,7.89,-121.84,-45.875,1.625,21.0,0.25452,0.40393,-0.65622,-0.58423,26.9,10080.1.21,100
2025-05-07 11:48:53.878,WTRL(B95BEB737CD0),0.222,0.95,-0.309,20.935,18.188,12.573,107.81,-11.5,-160.73,-56.25,22.0,77.625,0.16537,0.05481,-0.7836,-0.59625,25.7,10080.1.21,100
2025-05-07 11:48:53.916,WTLL(633828FBF9B6),-0.131,0.949,-0.241,27.893,3.357,2.869,104.87,8.06,-122.07,-44.125,7.625,29.142,0.25452,0.40393,-0.65622,-0.58423,26.9,10080.1.21,100
2025-05-07 11:48:53.999,WTRL(B95BEB737CD0),0.239,0.929,-0.308,9.216,3.845,24.414,109.37,-13.29,-162.55,-56.25,22.0,77.625,0.16537,0.05481,-0.7836,-0.59625,25.7,10080.1.21,100
2025-05-07 11:48:54.380,WTLL(633828FBF9B6),-0.133,0.937,-0.262,31.982,-3.967,10.62,107.66,7.37,-122.37,-44.125,7.625,29.142,0.22986,0.41925,-0.70526,-0.52335,26.9,10080.1.21,100
2025-05-07 11:48:54.890,WTRL(B95BEB737CD0),0.299,0.885,-0.341,2.441,0.244,27.405,110.06,-15.9,-163.2,-56.25,22.0,77.625,0.19632,0.03821,-0.81461,-0.54434,25.7,10080.1.21,100
2025-05-07 11:48:54.126,WTLL(633828FBF9B6),-0.074,0.944,-0.352,21.973,-14.404,12.268,110.74,6.47,-123.34,-44.125,7.625,29.142,0.22986,0.41925,-0.70526,-0.52335,26.9,10080.1.21,100
2025-05-07 11:48:54.238,WTRL(B95BEB737CD0),0.345,0.888,-0.336,1.038,9.216,21.912,110.37,-18.37,-163.51,-56.25,22.0,77.625,0.19632,0.03821,-0.81461,-0.54434,25.7,10080.1.21,100
2025-05-07 11:48:54.269,WTRL(B95BEB737CD0),0.318,0.873,-0.335,-4.761,4.822,5.31,110.1,-20.03,-163.34,-58.125,25.25,75.8,0.19632,0.03821,-0.81461,-0.54434,25.7,10080.1.21,100
2025-05-07 11:48:54.277,WTLL(633828FBF9B6),-0.067,0.939,-0.401,7.935,-14.404,8.606,111.92,6.17,-125.5,-43.625,14.5,28.992,0.22986,0.41925,-0.70526,-0.52335,26.9,10080.1.21,100
2025-05-07 11:48:54.305,WTLL(633828FBF9B6),-0.109,0.909,-0.402,-0.916,-3.052,2.93,112.01,6.03,-126.75,-43.625,14.5,28.992,0.22986,0.41925,-0.70526,-0.52335,26.9,10080.1.21,100
2025-05-07 11:48:54.389,WTRL(B95BEB737CD0),0.315,0.864,-0.314,-2.319,3.906,-4.395,109.54,-20.11,-163.0,-58.125,25.25,75.8,0.19632,0.03821,-0.81461,-0.54434,25.7,10080.1.21,100
2025-05-07 11:48:54.426,WTLL(633828FBF9B6),-0.095,0.899,-0.368,-1.465,-4.028,-2.136,111.73,6.17,-127.01,-43.625,14.5,28.992,0.22986,0.41925,-0.70526,-0.52335,26.9,10080.1.21,100
2025-05-07 11:48:54.508,WTRL(B95BEB737CD0),0.337,0.877,-0.303,1.343,5.31,-5.798,109.32,-19.73,-162.49,-58.125,25.25,75.8,0.2251,0.02652,-0.80911,-0.54205,25.7,10080.1.21,100
2025-05-07 11:48:54.545,WTLL(633828FBF9B6),-0.127,0.894,-0.37,-1.587,1.892,-3.235,111.46,6.5,-127.03,-43.625,14.5,28.992,0.20862,0.39716,-0.72357,-0.52444,26.9,10080.1.21,100
2025-05-07 11:48:54.598,WTRL(B95BEB737CD0),0.307,0.869,-0.306,1.709,5.798,-4.333,109.23,-19.29,-161.93,-58.125,25.25,75.8,0.2251,0.02652,-0.80911,-0.54205,25.7,10080.1.21,100
2025-05-07 11:48:54.640,WTLL(633828FBF9B6),-0.109,0.894,-0.354,1.282,0.366,-0.61,111.33,6.75,-126.96,-43.25,13.875,29.0,0.20862,0.39716,-0.72357,-0.52444,26.9,10080.1.21,100
2025-05-07 11:48:54.688,WTRL(B95BEB737CD0),0.308,0.891,-0.312,2.014,1.77,0.793,109.22,-19.31,-161.48,-59.5,24.5,77.825,0.2251,0.02652,-0.80911,-0.54205,25.7,10080.1.21,100
2025-05-07 11:48:54.726,WTLL(633828FBF9B6),-0.089,0.908,-0.372,1.892,-2.075,0.61,111.31,6.93,-127.3,-43.25,13.875,29.0,0.20862,0.39716,-0.72357,-0.52444,26.9,10080.1.21,100
2025-05-07 11:48:54.809,WTRL(B95BEB737CD0),0.345,0.869,-0.317,0.0,2.075,-1.526,109.21,-19.45,-161.34,-59.5,24.5,77.825,0.2251,0.02652,-0.80911,-0.54205,25.7,10080.1.21,100
2025-05-07 11:48:54.847,WTLL(633828FBF9B6),-0.131,0.892,-0.387,-1.709,2.808,-1.953,111.21,7.03,-127.28,-43.25,13.875,29.0,0.20477,0.39673,-0.72141,-0.5293,26.9,10080.1.21,100
2025-05-07 11:48:54.899,WTRL(B95BEB737CD0),0.283,0.896,-0.293,-0.122,5.249,-1.465,109.05,-19.24,-160.99,-59.5,24.5,77.825,0.22934,0.03735,-0.80762,-0.5419,25.7,10080.1.21,100
2025-05-07 11:48:54.906,WTLL(633828FBF9B6),-0.121,0.962,-0.351,-2.625,-2.441,0.366,110.97,7.16,-127.32,-43.25,13.875,29.0,0.20477,0.39673,-0.72141,-0.5293,26.9,10080.1.21,100
2025-05-07 11:48:55.190,WTRL(B95BEB737CD0),0.315,0.882,-0.302,-1.892,-0.122,-0.427,108.73,-19.26,-160.77,-59.5,24.5,77.825,0.22934,0.03735,-0.80762,-0.5419,25.7,10080.1.21,100
2025-05-07 11:48:55.560,WTLL(633828FBF9B6),-0.111,0.923,-0.359,1.831,-4.7,3.357,110.99,6.96,-127.51,-43.25,12.75,33.283,0.20477,0.39673,-0.72141,-0.5293,26.9,10080.1.21,100
2025-05-07 11:48:55.790,WTRL(B95BEB737CD0),0.273,0.946,-0.31,-5.188,1.465,2.747,108.31,-19.53,-160.43,-59.75,23.5,77.067,0.22934,0.03735,-0.80762,-0.5419,25.7,10080.1.21,100
2025-05-07 11:48:55.176,WTLL(633828FBF9B6),-0.095,0.913,-0.371,0.0,1.526,3.052,111.13,6.58,-127.49,-43.25,12.75,33.283,0.20477,0.39673,-0.72141,-0.5293,26.9,10080.1.21,100
2025-05-07 11:48:55.199,WTRL(B95BEB737CD0),0.304,0.882,-0.291,-13.0,-6.226,-3.906,107.4,-19.39,-160.78,-59.75,23.5,77.067,0.22934,0.03735,-0.80762,-0.5419,25.7,10080.1.21,100
2025-05-07 11:48:55.239,WTLL(633828FBF9B6),-0.076,0.892,-0.371,-5.127,6.287,1.648,110.84,6.24,-127.25,-43.25,12.75,33.283,0.20477,0.39673,-0.72141,-0.5293,26.9,10080.1.21,100
2025-05-07 11:48:55.290,WTRL(B95BEB737CD0),0.29,0.862,-0.275,-15.442,-13.184,-3.479,106.24,-18.68,-161.75,-59.75,23.5,77.067,0.21902,0.0274,-0.79257,-0.5683,25.7,10080.1.21,100
2025-05-07 11:48:55.356,WTLL(633828FBF9B6),-0.073,0.965,-0.354,-9.705,17.029,-3.113,110.09,5.91,-126.17,-43.25,12.75,33.283,0.22195,0.39722,-0.716,-0.5293,26.9,10080.1.21,100
2025-05-07 11:48:55.410,WTRL(B95BEB737CD0),0.293,0.838,-0.234,-12.329,0.488,-19.958,104.75,-17.51,-161.88,-59.75,23.5,77.067,0.21902,0.0274,-0.79257,-0.5683,25.7,10080.1.21,100
2025-05-07 11:48:55.446,WTLL(633828FBF9B6),-0.089,0.873,-0.327,-8.789,34.607,-4.578,109.23,5.36,-123.61,-43.75,11.625,31.05,0.22195,0.39722,-0.716,-0.5293,26.9,10080.1.21,100
2025-05-07 11:48:55.498,WTRL(B95BEB737CD0),0.304,1.265,-0.157,-32.776,-3.235,-20.508,102.43,-15.74,-160.58,-56.25,17.5,75.983,0.21902,0.0274,-0.79257,-0.5683,25.7,10080.1.21,100
2025-05-07 11:48:55.541,WTLL(633828FBF9B6),-0.203,0.964,-0.32,-10.681,6.897,-3.784,108.22,5.49,-122.14,-43.75,11.625,31.05,0.22195,0.39722,-0.716,-0.5293,26.9,10080.1.21,100
2025-05-07 11:48:55.619,WTRL(B95BEB737CD0),0.244,1.048,0.024,-59.204,43.152,-37.231,97.0,-13.11,-157.66,-56.25,17.5,75.983,0.21902,0.0274,-0.79257,-0.5683,25.7,10080.1.21,100
2025-05-07 11:48:55.656,WTLL(633828FBF9B6),-0.064,0.993,-0.244,-3.723,3.235,2.747,107.72,4.94,-120.57,-43.75,11.625,31.05,0.26315,0.42041,-0.6879,-0.52979,26.9,10080.1.21,100
2025-05-07 11:48:55.716,WTLL(633828FBF9B6),-0.006,0.918,-0.297,3.906,10.62,0.671,107.54,4.76,-120.59,-43.75,11.625,31.05,0.26315,0.42041,-0.6879,-0.52979,26.9,10080.1.21,100
2025-05-07 11:48:55.741,WTRL(B95BEB737CD0),0.123,1.031,-0.037,-78.186,42.725,-11.902,88.95,-10.72,-153.6,-56.25,17.5,75.983,0.23181,0.09802,-0.6828,-0.68579,25.7,10080.1.21,100
2025-05-07 11:48:55.799,WTRL(B95BEB737CD0),0.26,1.074,0.164,-100.647,22.461,17.761,79.35,-10.45,-148.67,-56.25,17.5,75.983,0.23181,0.09802,-0.6828,-0.68579,25.7,10080.1.21,100
2025-05-07 11:48:55.841,WTLL(633828FBF9B6),-0.067,0.939,-0.352,2.075,22.4,0.427,107.89,4.57,-119.73,-43.75,11.625,31.05,0.26315,0.42041,-0.6879,-0.52979,26.9,10080.1.21,100
2025-05-07 11:48:55.888,WTRL(B95BEB737CD0),0.119,0.925,0.119,-88.135,33.325,40.588,68.91,-12.52,-145.22,-58.25,7.75,52.517,0.23181,0.09802,-0.6828,-0.68579,25.7,10080.1.21,100
2025-05-07 11:48:55.926,WTLL(633828FBF9B6),-0.052,0.926,-0.313,-5.554,41.138,12.817,107.98,2.61,-116.45,-50.875,10.25,27.975,0.26315,0.42041,-0.6879,-0.52979,26.9,10080.1.21,100
2025-05-07 11:48:56.100,WTRL(B95BEB737CD0),0.009,0.534,0.174,-54.321,24.292,21.973,60.42,-14.81,-142.23,-58.25,7.75,52.517,0.23181,0.09802,-0.6828,-0.68579,25.7,10080.1.21,100
2025-05-07 11:48:56.460,WTLL(633828FBF9B6),0.048,0.958,-0.268,-17.639,29.602,-0.793,106.94,0.85,-113.25,-50.875,10.25,27.975,0.26315,0.42041,-0.6879,-0.52979,26.9,10080.1.21,100
2025-05-07 11:48:56.980,WTRL(B95BEB737CD0),0.073,0.392,0.241,8.362,-6.897,0.549,57.79,-15.06,-140.91,-58.25,7.75,52.517,0.34613,0.05075,-0.49673,-0.79422,25.7,10080.1.21,100
2025-05-07 11:48:56.139,WTLL(633828FBF9B6),-0.081,0.934,-0.317,-23.743,18.127,-20.386,104.68,1.49,-110.67,-50.875,10.25,27.975,0.33994,0.45792,-0.64417,-0.50961,26.9,10080.1.21,100
2025-05-07 11:48:56.219,WTRL(B95BEB737CD0),0.141,0.719,0.287,53.955,-29.48,-16.602,61.77,-15.37,-143.24,-58.25,7.75,52.517,0.34613,0.05075,-0.49673,-0.79422,25.7,10080.1.21,100
2025-05-07 11:48:56.257,WTLL(633828FBF9B6),-0.091,0.965,-0.203,-16.846,9.888,-33.508,102.72,3.77,-108.29,-51.5,4.0,25.858,0.33994,0.45792,-0.64417,-0.50961,26.9,10080.1.21,100
2025-05-07 11:48:56.316,WTLL(633828FBF9B6),-0.241,0.938,-0.192,-7.446,21.667,-28.381,101.53,6.8,-107.01,-51.5,4.0,25.858,0.33994,0.45792,-0.64417,-0.50961,26.9,10080.1.21,100
2025-05-07 11:48:56.342,WTRL(B95BEB737CD0),0.161,1.074,0.29,78.064,-36.438,-33.386,69.77,-14.59,-147.72,-56.75,10.5,56.042,0.34613,0.05075,-0.49673,-0.79422,25.7,10080.1.21,100
2025-05-07 11:48:56.429,WTRL(B95BEB737CD0),0.167,1.106,-0.02,70.435,-105.957,-27.405,78.6,-13.52,-155.28,-56.75,10.5,56.042,0.34613,0.05075,-0.49673,-0.79422,25.7,10080.1.21,100
2025-05-07 11:48:56.466,WTLL(633828FBF9B6),-0.125,0.96,-0.129,4.761,-4.333,-3.174,101.51,8.09,-105.74,-51.5,4.0,25.858,0.33392,0.49609,-0.59583,-0.53595,26.9,10080.1.21,100
2025-05-07 11:48:56.489,WTRL(B95BEB737CD0),0.198,1.045,0.224,43.762,-13.733,-26.428,84.74,-10.51,-159.76,-56.75,10.5,56.042,0.1832,0.05383,-0.67957,-0.70825,25.7,10080.1.21,100
2025-05-07 11:48:56.526,WTLL(633828FBF9B6),-0.121,0.977,-0.204,7.08,-1.526,17.09,101.81,7.61,-106.72,-51.5,4.0,25.858,0.33392,0.49609,-0.59583,-0.53595,26.9,10080.1.21,100
2025-05-07 11:48:56.610,WTRL(B95BEB737CD0),0.215,0.932,0.023,32.104,-3.479,-14.16,89.05,-8.98,-162.38,-56.75,10.5,56.042,0.1832,0.05383,-0.67957,-0.70825,25.7,10080.1.21,100
2025-05-07 11:48:56.646,WTLL(633828FBF9B6),0.073,0.969,-0.21,11.353,-22.705,31.677,102.51,5.46,-108.0,-51.5,4.0,25.858,0.33392,0.49609,-0.59583,-0.53595,26.9,10080.1.21,100
2025-05-07 11:48:56.699,WTRL(B95BEB737CD0),0.218,0.993,-0.043,28.503,33.02,-7.08,92.05,-8.29,-161.78,-53.75,9.0,68.617,0.1832,0.05383,-0.67957,-0.70825,25.7,10080.1.21,100
2025-05-07 11:48:56.742,WTLL(633828FBF9B6),0.143,0.933,-0.276,19.043,-12.878,58.838,103.78,1.72,-111.45,-54.5,7.375,26.483,0.33392,0.49609,-0.59583,-0.53595,26.9,10080.1.21,100
2025-05-07 11:48:56.819,WTRL(B95BEB737CD0),0.073,1.152,0.042,16.907,7.568,2.991,94.4,-8.22,-161.67,-53.75,9.0,68.617,0.1832,0.05383,-0.67957,-0.70825,25.7,10080.1.21,100
2025-05-07 11:48:56.857,WTLL(633828FBF9B6),0.185,0.933,-0.292,15.808,-16.052,46.265,105.77,-3.64,-114.16,-54.5,7.375,26.483,0.33392,0.49609,-0.59583,-0.53595,26.9,10080.1.21,100
2025-05-07 11:48:56.942,WTRL(B95BEB737CD0),0.267,1.089,-0.063,9.277,1.953,22.522,95.57,-9.56,-160.99,-53.75,9.0,68.617,0.17496,0.05856,-0.73944,-0.64734,25.7,10080.1.21,100
2025-05-07 11:48:56.977,WTLL(633828FBF9B6),0.12,0.963,-0.292,-1.587,-16.602,18.066,106.66,-5.86,-116.21,-54.5,7.375,26.483,0.34958,0.39398,-0.69766,-0.4855,26.9,10080.1.21,100
2025-05-07 11:48:57.290,WTRL(B95BEB737CD0),0.334,0.898,-0.154,1.343,-4.883,21.118,96.04,-11.96,-162.19,-53.75,9.0,68.617,0.17496,0.05856,-0.73944,-0.64734,25.7,10080.1.21,100
2025-05-07 11:48:57.660,WTLL(633828FBF9B6),0.007,0.868,-0.232,8.24,-13.489,23.987,106.51,-7.01,-119.29,-56.0,13.875,26.05,0.34958,0.39398,-0.69766,-0.4855,26.9,10080.1.21,100
2025-05-07 11:48:57.900,WTRL(B95BEB737CD0),0.095,0.898,-0.132,8.911,10.681,-0.793,96.49,-13.07,-162.11,-55.375,12.375,70.042,0.17496,0.05856,-0.73944,-0.64734,25.7,10080.1.21,100
2025-05-07 11:48:57.125,WTLL(633828FBF9B6),0.257,0.96,-0.307,14.709,24.048,15.32,107.56,-9.75,-118.21,-56.0,13.875,26.05,0.34958,0.39398,-0.69766,-0.4855,26.9,10080.1.21,100
2025-05-07 11:48:57.210,WTRL(B95BEB737CD0),0.064,1.033,-0.086,-0.977,6.531,-19.592,96.62,-12.0,-159.96,-55.375,12.375,70.042,0.17496,0.05856,-0.73944,-0.64734,25.7,10080.1.21,100
2025-05-07 11:48:57.247,WTLL(633828FBF9B6),0.245,0.947,-0.32,-2.625,3.174,-2.991,108.11,-10.33,-117.39,-56.0,13.875,26.05,0.34958,0.39398,-0.69766,-0.4855,26.9,10080.1.21,100
2025-05-07 11:48:57.299,WTRL(B95BEB737CD0),0.084,0.935,-0.127,4.7,3.601,-8.118,96.61,-10.31,-159.44,-55.375,12.375,70.042,0.18375,0.07462,-0.74304,-0.6391,25.7,10080.1.21,100
2025-05-07 11:48:57.341,WTLL(633828FBF9B6),0.143,0.904,-0.316,-8.789,13.672,-17.761,107.14,-9.76,-116.09,-56.0,13.875,26.05,0.37119,0.38135,-0.70691,-0.46579,26.9,10080.1.21,100
2025-05-07 11:48:57.419,WTRL(B95BEB737CD0),0.265,0.955,-0.126,1.221,-24.963,21.606,97.04,-11.1,-160.25,-55.375,12.375,70.042,0.18375,0.07462,-0.74304,-0.6391,25.7,10080.1.21,100
2025-05-07 11:48:57.456,WTLL(633828FBF9B6),0.027,0.931,-0.268,-5.31,-7.874,-21.667,106.17,-7.79,-115.3,-56.0,13.875,26.05,0.37119,0.38135,-0.70691,-0.46579,26.9,10080.1.21,100
2025-05-07 11:48:57.508,WTRL(B95BEB737CD0),0.222,0.939,-0.146,-0.854,-36.987,30.151,97.9,-13.41,-164.22,-55.875,12.625,74.817,0.18375,0.07462,-0.74304,-0.6391,25.7,10080.1.21,100
2025-05-07 11:48:57.546,WTLL(633828FBF9B6),0.166,0.95,-0.244,2.563,1.77,-7.08,105.83,-6.49,-114.08,-55.5,12.5,25.342,0.37119,0.38135,-0.70691,-0.46579,26.9,10080.1.21,100
2025-05-07 11:48:57.630,WTRL(B95BEB737CD0),0.219,0.968,-0.128,-1.526,-2.686,8.667,98.23,-15.13,-165.84,-55.875,12.625,74.817,0.18375,0.07462,-0.74304,-0.6391,25.7,10080.1.21,100
2025-05-07 11:48:57.667,WTLL(633828FBF9B6),0.2,0.954,-0.283,3.296,9.583,12.756,106.28,-6.84,-114.53,-55.5,12.5,25.342,0.37119,0.38135,-0.70691,-0.46579,26.9,10080.1.21,100
2025-05-07 11:48:57.719,WTRL(B95BEB737CD0),0.265,0.971,-0.133,1.16,-1.221,6.042,98.17,-15.51,-165.67,-55.875,12.625,74.817,0.18103,0.00031,-0.75464,-0.63062,25.7,10080.1.21,100
2025-05-07 11:48:57.726,WTLL(633828FBF9B6),0.104,0.937,-0.299,-2.258,-0.244,-4.883,106.08,-7.33,-113.74,-55.5,12.5,25.342,0.37003,0.40393,-0.68826,-0.47549,26.9,10080.1.21,100
2025-05-07 11:48:57.839,WTRL(B95BEB737CD0),0.322,0.932,-0.149,-0.61,-18.433,14.832,98.6,-16.4,-167.57,-55.875,12.625,74.817,0.18103,0.00031,-0.75464,-0.63062,25.7,10080.1.21,100
2025-05-07 11:48:57.877,WTLL(633828FBF9B6),0.059,0.939,-0.253,-3.601,6.348,-9.583,105.62,-6.33,-113.77,-54.5,11.375,25.892,0.37003,0.40393,-0.68826,-0.47549,26.9,10080.1.21,100
2025-05-07 11:48:57.900,WTRL(B95BEB737CD0),0.3,0.919,-0.162,0.244,-1.648,5.127,98.83,-17.31,-168.6,-55.5,14.625,76.117,0.18103,0.00031,-0.75464,-0.63062,25.7,10080.1.21,100
2025-05-07 11:48:57.936,WTLL(633828FBF9B6),0.137,0.941,-0.248,6.104,-6.287,6.714,105.68,-6.17,-113.68,-54.5,11.375,25.892,0.37003,0.40393,-0.68826,-0.47549,26.9,10080.1.21,100
2025-05-07 11:48:58.220,WTRL(B95BEB737CD0),0.235,0.927,-0.145,5.798,20.63,-9.155,98.68,-17.14,-167.31,-55.5,14.625,76.117,0.18103,0.00031,-0.75464,-0.63062,25.7,10080.1.21,100
2025-05-07 11:48:58.870,WTLL(633828FBF9B6),0.209,0.942,-0.283,7.629,-1.343,15.076,106.44,-7.33,-114.21,-54.5,11.375,25.892,0.37003,0.40393,-0.68826,-0.47549,26.9,10080.1.21,100
2025-05-07 11:48:58.145,WTLL(633828FBF9B6),0.167,0.937,-0.309,1.587,-1.16,6.165,106.98,-8.34,-114.91,-54.5,11.375,25.892,0.36853,0.39459,-0.69916,-0.46857,26.9,10080.1.21,100
2025-05-07 11:48:58.259,WTRL(B95BEB737CD0),0.257,0.95,-0.14,2.075,16.235,-8.789,98.34,-16.38,-164.83,-55.5,14.625,76.117,0.19394,0.01108,-0.75406,-0.62735,25.7,10080.1.21,100
2025-05-07 11:48:58.296,WTLL(633828FBF9B6),0.135,0.933,-0.292,-0.488,-0.977,-3.174,106.91,-8.43,-114.78,-54.5,11.375,25.892,0.36853,0.39459,-0.69916,-0.46857,26.9,10080.1.21,100
2025-05-07 11:48:58.322,WTRL(B95BEB737CD0),0.288,0.939,-0.138,0.61,9.521,-7.813,98.01,-15.7,-163.59,-55.5,14.625,76.117,0.19394,0.01108,-0.75406,-0.62735,25.7,10080.1.21,100
2025-05-07 11:48:58.322,WTRL(B95BEB737CD0),0.235,0.938,-0.144,1.709,7.019,-15.259,97.91,-14.8,-163.02,-56.75,14.5,70.167,0.19394,0.01108,-0.75406,-0.62735,25.7,10080.1.21,100
2025-05-07 11:48:58.356,WTLL(633828FBF9B6),0.153,0.928,-0.287,2.014,2.258,-2.014,106.89,-8.13,-114.54,-56.0,14.5,26.542,0.36853,0.39459,-0.69916,-0.46857,26.9,10080.1.21,100
2025-05-07 11:48:58.439,WTRL(B95BEB737CD0),0.164,0.952,-0.137,4.944,15.808,-26.978,97.87,-12.85,-161.3,-56.75,14.5,70.167,0.19394,0.01108,-0.75406,-0.62735,25.7,10080.1.21,100
2025-05-07 11:48:58.498,WTRL(B95BEB737CD0),0.086,0.96,-0.14,5.798,29.053,-32.166,97.81,-10.11,-158.36,-56.75,14.5,70.167,0.1868,0.10062,-0.74628,-0.63083,25.7,10080.1.21,100
2025-05-07 11:48:58.507,WTLL(633828FBF9B6),0.162,0.928,-0.29,1.709,3.906,1.709,106.97,-8.23,-114.32,-56.0,14.5,26.542,0.36853,0.39459,-0.69916,-0.46857,26.9,10080.1.21,100
2025-05-07 11:48:58.536,WTLL(633828FBF9B6),0.143,0.933,-0.295,-0.366,0.732,0.366,107.0,-8.4,-114.23,-56.0,14.5,26.542,0.37177,0.39868,-0.69662,-0.46631,26.9,10080.1.21,100
2025-05-07 11:48:58.622,WTRL(B95BEB737CD0),0.022,0.974,-0.146,2.38,15.747,-26.794,97.79,-7.43,-155.97,-56.75,14.5,70.167,0.1868,0.10062,-0.74628,-0.63083,25.7,10080.1.21,100
2025-05-07 11:48:58.656,WTLL(633828FBF9B6),0.169,0.93,-0.286,-1.099,0.305,-1.709,106.8,-8.34,-114.04,-56.0,14.5,26.542,0.37177,0.39868,-0.69662,-0.46631,26.9,10080.1.21,100
2025-05-07 11:48:58.709,WTRL(B95BEB737CD0),0.055,0.977,-0.131,1.282,0.244,-11.963,97.74,-5.54,-154.91,-54.375,9.75,70.417,0.1868,0.10062,-0.74628,-0.63083,25.7,10080.1.21,100
