时间,设备名称,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(uT),磁场Y(uT),磁场Z(uT),四元数0(),四元数1(),四元数2(),四元数3(),温度(°C),版本号(),电量(%)
2025-05-07 11:48:54.575,WTRA(F7:C5:A7:64:8A:09),0.326,0.68,0.655,-18.982,7.019,19.409,37.62,-27.97,-141.26,-40.25,-35.0,-0.067,-0.37433,0.09558,0.37527,0.8425,23.2,10080.1.21,100
2025-05-07 11:48:54.631,WTLA(D2:5B:8F:2B:49:EE),-0.931,0.507,0.562,-67.932,-126.343,-69.58,28.84,54.53,-126.23,-5.5,-14.625,-20.242,-0.27307,-0.45135,-0.04059,0.84851,22.9,10080.1.21,100
2025-05-07 11:48:54.632,WTC(C4:80:F9:46:D1:94),-0.021,0.806,-0.49,-58.838,2.625,-11.353,117.91,-0.48,-99.62,-40.75,-30.875,-21.383,-0.35397,-0.54388,0.63678,0.41629,25.7,10080.1.21,100
2025-05-07 11:48:54.698,WTRA(F7:C5:A7:64:8A:09),0.521,0.606,0.753,-51.819,72.571,-22.766,32.61,-24.19,-137.57,-42.0,-33.625,-10.225,-0.37433,0.09558,0.37527,0.8425,23.2,10080.1.21,100
2025-05-07 11:48:54.737,WTLA(D2:5B:8F:2B:49:EE),-1.005,0.261,0.572,-97.29,-38.025,-109.924,6.39,51.21,-143.78,-5.5,-14.625,-20.242,-0.27307,-0.45135,-0.04059,0.84851,22.9,10080.1.21,100
2025-05-07 11:48:54.743,WTC(C4:80:F9:46:D1:94),-0.014,0.866,-0.411,-51.392,-4.272,-8.85,112.15,0.38,-98.94,-40.75,-30.875,-21.383,-0.35397,-0.54388,0.63678,0.41629,25.7,10080.1.21,100
2025-05-07 11:48:54.753,WTRA(F7:C5:A7:64:8A:09),0.416,0.462,0.657,-42.969,-82.031,-58.96,28.95,-23.68,-143.19,-42.0,-33.625,-10.225,-0.37433,0.09558,0.37527,0.8425,23.2,10080.1.21,100
2025-05-07 11:48:54.827,WTLA(D2:5B:8F:2B:49:EE),-0.531,0.061,0.438,-87.708,22.4,-187.256,-20.41,49.67,-166.12,14.0,12.625,-39.325,-0.27307,-0.45135,-0.04059,0.84851,22.9,10080.1.21,100
2025-05-07 11:48:54.836,WTC(C4:80:F9:46:D1:94),-0.012,0.929,-0.25,-49.622,-4.517,-11.963,106.96,1.33,-99.04,-40.375,-45.5,-37.175,-0.35397,-0.54388,0.63678,0.41629,25.7,10080.1.21,100
2025-05-07 11:48:54.876,WTRA(F7:C5:A7:64:8A:09),0.473,0.397,0.856,-11.047,-10.803,-37.354,29.53,-24.21,-150.19,-42.0,-33.625,-10.225,-0.2901,0.13147,0.29245,0.90161,23.2,10080.1.21,100
2025-05-07 11:48:54.948,WTLA(D2:5B:8F:2B:49:EE),-0.043,-0.293,0.392,-60.852,88.196,-247.681,-48.71,39.69,164.36,14.0,12.625,-39.325,-0.27307,-0.45135,-0.04059,0.84851,22.9,10080.1.21,100
2025-05-07 11:48:54.953,WTC(C4:80:F9:46:D1:94),-0.03,1.008,-0.117,-69.702,-6.104,-8.057,101.44,2.61,-98.87,-40.375,-45.5,-37.175,-0.35397,-0.54388,0.63678,0.41629,25.7,10080.1.21,100
2025-05-07 11:48:54.965,WTRA(F7:C5:A7:64:8A:09),0.367,0.411,0.749,-19.409,22.217,-39.612,29.04,-21.52,-153.46,-42.0,-33.625,-10.225,-0.2901,0.13147,0.29245,0.90161,23.2,10080.1.21,100
2025-05-07 11:48:55.290,WTC(C4:80:F9:46:D1:94),-0.085,0.971,-0.071,-75.256,7.507,-1.465,93.63,2.88,-98.88,-40.375,-45.5,-37.175,-0.44513,-0.47507,0.52457,0.54855,25.7,10080.1.21,100
2025-05-07 11:48:55.330,WTLA(D2:5B:8F:2B:49:EE),-0.097,-0.615,0.37,-16.785,198.181,-207.764,-68.3,26.65,135.26,14.0,12.625,-39.325,0.33304,-0.43756,-0.43723,0.71158,22.9,10080.1.21,100
2025-05-07 11:48:55.122,WTRA(F7:C5:A7:64:8A:09),0.326,0.405,0.744,8.911,27.405,-28.32,29.03,-16.68,-155.25,-31.125,-39.0,-10.192,-0.2901,0.13147,0.29245,0.90161,23.2,10080.1.21,100
2025-05-07 11:48:55.153,WTLA(D2:5B:8F:2B:49:EE),-0.044,-0.782,0.211,55.237,209.29,-133.667,-76.71,16.89,106.62,14.0,12.625,-39.325,0.33304,-0.43756,-0.43723,0.71158,22.9,10080.1.21,100
2025-05-07 11:48:55.165,WTC(C4:80:F9:46:D1:94),-0.005,0.975,0.017,-51.819,-9.583,-4.822,88.05,3.31,-98.95,-40.375,-45.5,-37.175,-0.44513,-0.47507,0.52457,0.54855,25.7,10080.1.21,100
2025-05-07 11:48:55.176,WTRA(F7:C5:A7:64:8A:09),0.45,0.457,0.752,43.213,61.707,1.831,31.46,-12.35,-154.08,-31.125,-39.0,-10.192,-0.2901,0.13147,0.29245,0.90161,23.2,10080.1.21,100
2025-05-07 11:48:55.228,WTLA(D2:5B:8F:2B:49:EE),0.344,-0.842,0.092,116.455,14.709,-65.002,-71.66,10.93,90.21,18.5,51.75,-14.175,0.33304,-0.43756,-0.43723,0.71158,22.9,10080.1.21,100
2025-05-07 11:48:55.229,WTC(C4:80:F9:46:D1:94),-0.008,0.946,0.083,-41.077,-8.789,-4.883,83.08,3.65,-99.84,-37.875,-53.25,-45.017,-0.44513,-0.47507,0.52457,0.54855,25.7,10080.1.21,100
2025-05-07 11:48:55.297,WTRA(F7:C5:A7:64:8A:09),0.118,0.505,0.72,77.209,62.378,14.832,37.36,-9.56,-151.12,-31.125,-39.0,-10.192,-0.27393,-0.02695,0.3396,0.89935,23.2,10080.1.21,100
2025-05-07 11:48:55.345,WTC(C4:80:F9:46:D1:94),-0.065,0.984,0.169,-6.592,3.296,-6.592,81.37,4.28,-99.95,-37.875,-53.25,-45.017,-0.44513,-0.47507,0.52457,0.54855,25.7,10080.1.21,100
2025-05-07 11:48:55.364,WTLA(D2:5B:8F:2B:49:EE),0.316,-0.685,0.717,76.233,-5.249,-45.959,-61.21,3.84,91.37,18.5,51.75,-14.175,0.33304,-0.43756,-0.43723,0.71158,22.9,10080.1.21,100
2025-05-07 11:48:55.396,WTRA(F7:C5:A7:64:8A:09),0.105,0.678,0.892,44.678,49.072,43.213,42.36,-5.39,-142.84,-31.125,-39.0,-10.192,-0.27393,-0.02695,0.3396,0.89935,23.2,10080.1.21,100
2025-05-07 11:48:55.424,WTLA(D2:5B:8F:2B:49:EE),-0.014,-0.646,0.841,5.31,113.892,15.808,-56.76,4.05,87.35,18.5,51.75,-14.175,0.6265,-0.3938,-0.28046,0.61127,22.9,10080.1.21,100
2025-05-07 11:48:55.435,WTC(C4:80:F9:46:D1:94),-0.095,0.989,0.224,-0.305,8.545,-6.836,82.13,5.24,-99.19,-37.875,-53.25,-45.017,-0.46744,-0.45578,0.47202,0.59232,25.7,10080.1.21,100
2025-05-07 11:48:55.527,WTRA(F7:C5:A7:64:8A:09),0.083,0.803,0.909,-6.348,-6.226,3.845,44.69,-7.5,-141.3,-35.0,-40.25,-6.1,-0.27393,-0.02695,0.3396,0.89935,23.2,10080.1.21,100
2025-05-07 11:48:55.547,WTLA(D2:5B:8F:2B:49:EE),-0.377,-0.829,0.459,11.963,79.163,21.179,-57.52,9.08,83.41,18.5,51.75,-14.175,0.6265,-0.3938,-0.28046,0.61127,22.9,10080.1.21,100
2025-05-07 11:48:55.553,WTC(C4:80:F9:46:D1:94),-0.145,0.955,0.301,-27.466,19.47,-5.554,80.88,6.17,-98.01,-37.875,-53.25,-45.017,-0.46744,-0.45578,0.47202,0.59232,25.7,10080.1.21,100
2025-05-07 11:48:55.564,WTRA(F7:C5:A7:64:8A:09),0.143,0.748,0.66,-6.042,2.686,0.671,43.69,-7.7,-140.57,-35.0,-40.25,-6.1,-0.27393,-0.02695,0.3396,0.89935,23.2,10080.1.21,100
2025-05-07 11:48:55.635,WTC(C4:80:F9:46:D1:94),-0.13,1.021,0.333,-23.926,16.907,-3.723,79.09,6.99,-96.69,-37.125,-53.875,-52.442,-0.46744,-0.45578,0.47202,0.59232,25.7,10080.1.21,100
2025-05-07 11:48:55.636,WTLA(D2:5B:8F:2B:49:EE),-0.45,-0.818,0.571,16.541,87.463,28.87,-57.2,15.5,77.94,21.125,46.75,-9.017,0.6265,-0.3938,-0.28046,0.61127,22.9,10080.1.21,100
2025-05-07 11:48:55.687,WTRA(F7:C5:A7:64:8A:09),0.183,0.629,0.79,7.324,6.348,-4.211,43.45,-7.27,-140.66,-35.0,-40.25,-6.1,-0.33386,-0.06995,0.36853,0.86469,23.2,10080.1.21,100
2025-05-07 11:48:55.737,WTC(C4:80:F9:46:D1:94),-0.112,0.974,0.189,-5.615,7.69,-4.517,77.55,7.62,-95.46,-37.125,-53.875,-52.442,-0.46744,-0.45578,0.47202,0.59232,25.7,10080.1.21,100
2025-05-07 11:48:55.754,WTLA(D2:5B:8F:2B:49:EE),-0.291,-0.799,0.623,5.188,10.803,25.146,-56.8,20.24,75.56,21.125,46.75,-9.017,0.6265,-0.3938,-0.28046,0.61127,22.9,10080.1.21,100
2025-05-07 11:48:55.774,WTRA(F7:C5:A7:64:8A:09),0.054,0.688,0.693,25.024,23.987,-4.883,45.23,-6.42,-140.28,-35.0,-40.25,-6.1,-0.33386,-0.06995,0.36853,0.86469,23.2,10080.1.21,100
2025-05-07 11:48:55.829,WTC(C4:80:F9:46:D1:94),-0.106,1.026,0.225,9.766,-4.028,-0.732,78.62,7.9,-94.99,-37.125,-53.875,-52.442,-0.48505,-0.46902,0.4361,0.59537,25.7,10080.1.21,100
2025-05-07 11:48:55.844,WTLA(D2:5B:8F:2B:49:EE),-0.334,-0.685,0.676,11.658,-45.044,33.997,-54.16,21.5,78.76,21.125,46.75,-9.017,0.6142,-0.43774,-0.15674,0.63754,22.9,10080.1.21,100
2025-05-07 11:48:55.896,WTRA(F7:C5:A7:64:8A:09),0.025,0.833,0.67,-3.784,19.043,-7.141,46.69,-4.41,-138.92,-34.0,-39.25,-7.608,-0.33386,-0.06995,0.36853,0.86469,23.2,10080.1.21,100
2025-05-07 11:48:55.950,WTC(C4:80:F9:46:D1:94),-0.112,0.971,0.201,22.4,-7.813,3.174,80.6,7.65,-95.35,-37.125,-53.875,-52.442,-0.48505,-0.46902,0.4361,0.59537,25.7,10080.1.21,100
2025-05-07 11:48:55.963,WTLA(D2:5B:8F:2B:49:EE),-0.729,-0.621,0.577,-2.075,-34.363,35.767,-50.92,21.74,84.33,21.125,46.75,-9.017,0.6142,-0.43774,-0.15674,0.63754,22.9,10080.1.21,100
2025-05-07 11:48:55.986,WTRA(F7:C5:A7:64:8A:09),0.577,0.777,0.809,-65.43,-131.653,14.038,43.6,-7.37,-142.12,-34.0,-39.25,-7.608,-0.33386,-0.06995,0.36853,0.86469,23.2,10080.1.21,100
2025-05-07 11:48:56.320,WTLA(D2:5B:8F:2B:49:EE),-0.406,-0.533,0.635,-52.063,-86.975,40.344,-52.34,23.96,87.91,23.75,38.375,-13.025,0.6142,-0.43774,-0.15674,0.63754,22.9,10080.1.21,100
2025-05-07 11:48:56.380,WTC(C4:80:F9:46:D1:94),-0.082,0.985,0.127,29.419,6.104,3.296,83.55,7.28,-95.67,-36.75,-52.25,-46.133,-0.48505,-0.46902,0.4361,0.59537,25.7,10080.1.21,100
2025-05-07 11:48:56.130,WTRA(F7:C5:A7:64:8A:09),0.467,0.563,0.772,-73.792,-163.025,36.316,37.96,-20.05,-150.76,-34.0,-39.25,-7.608,-0.28864,0.11215,0.33789,0.88873,23.2,10080.1.21,100
2025-05-07 11:48:56.149,WTLA(D2:5B:8F:2B:49:EE),-0.549,-0.728,0.661,-70.19,-36.682,58.289,-55.62,25.66,94.77,23.75,38.375,-13.025,0.6142,-0.43774,-0.15674,0.63754,22.9,10080.1.21,100
2025-05-07 11:48:56.155,WTC(C4:80:F9:46:D1:94),-0.12,1.019,0.091,20.203,21.118,3.662,86.07,6.92,-94.86,-36.75,-52.25,-46.133,-0.48505,-0.46902,0.4361,0.59537,25.7,10080.1.21,100
2025-05-07 11:48:56.162,WTRA(F7:C5:A7:64:8A:09),0.531,0.38,0.838,-61.89,-9.644,40.527,30.43,-24.71,-149.72,-34.0,-39.25,-7.608,-0.28864,0.11215,0.33789,0.88873,23.2,10080.1.21,100
2025-05-07 11:48:56.235,WTLA(D2:5B:8F:2B:49:EE),-0.503,-0.83,0.613,-79.285,-52.063,77.515,-59.11,28.67,103.73,23.75,38.375,-13.025,0.36209,-0.46857,-0.27142,0.75864,22.9,10080.1.21,100
2025-05-07 11:48:56.244,WTC(C4:80:F9:46:D1:94),-0.062,0.988,0.033,23.01,21.545,5.066,88.39,6.57,-92.37,-36.75,-52.25,-46.133,-0.46658,-0.52411,0.47845,0.5278,25.7,10080.1.21,100
2025-05-07 11:48:56.286,WTRA(F7:C5:A7:64:8A:09),0.583,0.34,0.785,-54.26,31.25,54.749,22.75,-26.37,-144.54,-40.625,-29.875,-17.433,-0.28864,0.11215,0.33789,0.88873,23.2,10080.1.21,100
2025-05-07 11:48:56.359,WTLA(D2:5B:8F:2B:49:EE),-0.539,-0.825,0.419,-82.031,-25.696,74.89,-62.53,32.56,113.41,23.75,38.375,-13.025,0.36209,-0.46857,-0.27142,0.75864,22.9,10080.1.21,100
2025-05-07 11:48:56.364,WTC(C4:80:F9:46:D1:94),-0.072,0.983,-0.024,26.489,11.475,7.568,90.99,5.99,-90.58,-36.75,-52.25,-46.133,-0.46658,-0.52411,0.47845,0.5278,25.7,10080.1.21,100
2025-05-07 11:48:56.405,WTRA(F7:C5:A7:64:8A:09),0.628,0.317,0.869,-67.444,-25.696,73.12,13.75,-28.04,-137.71,-40.625,-29.875,-17.433,-0.28864,0.11215,0.33789,0.88873,23.2,10080.1.21,100
2025-05-07 11:48:56.425,WTC(C4:80:F9:46:D1:94),-0.021,1.012,-0.091,26.367,-6.897,8.362,93.77,5.14,-90.3,-38.625,-50.125,-39.633,-0.46658,-0.52411,0.47845,0.5278,25.7,10080.1.21,100
2025-05-07 11:48:56.445,WTLA(D2:5B:8F:2B:49:EE),-0.811,-0.693,0.217,-67.505,17.578,76.965,-66.97,38.82,118.76,25.5,22.0,-19.867,0.36209,-0.46857,-0.27142,0.75864,22.9,10080.1.21,100
2025-05-07 11:48:56.496,WTRA(F7:C5:A7:64:8A:09),0.568,0.131,0.946,-106.079,-39.429,120.056,-0.27,-31.81,-127.14,-40.625,-29.875,-17.433,-0.46381,0.28525,0.07083,0.83569,23.2,10080.1.21,100
2025-05-07 11:48:56.545,WTC(C4:80:F9:46:D1:94),-0.026,0.977,-0.112,25.757,-8.362,7.263,96.43,4.3,-91.13,-38.625,-50.125,-39.633,-0.46658,-0.52411,0.47845,0.5278,25.7,10080.1.21,100
2025-05-07 11:48:56.564,WTLA(D2:5B:8F:2B:49:EE),-0.383,-0.734,0.15,-47.363,-3.113,83.862,-69.24,46.56,123.62,25.5,22.0,-19.867,0.36209,-0.46857,-0.27142,0.75864,22.9,10080.1.21,100
2025-05-07 11:48:56.587,WTRA(F7:C5:A7:64:8A:09),0.517,-0.257,0.716,-85.51,-64.88,196.411,-20.83,-32.78,-108.0,-40.625,-29.875,-17.433,-0.46381,0.28525,0.07083,0.83569,23.2,10080.1.21,100
2025-05-07 11:48:56.632,WTLA(D2:5B:8F:2B:49:EE),-1.084,-0.639,0.291,-9.583,-73.364,125.0,-59.4,51.36,141.69,25.5,22.0,-19.867,-0.00568,-0.48102,-0.27713,0.83167,22.9,10080.1.21,100
2025-05-07 11:48:56.636,WTC(C4:80:F9:46:D1:94),-0.036,0.961,-0.158,33.875,7.935,0.61,99.43,3.96,-91.01,-38.625,-50.125,-39.633,-0.42807,-0.56165,0.53378,0.46506,25.7,10080.1.21,100
2025-05-07 11:48:56.707,WTRA(F7:C5:A7:64:8A:09),0.371,-0.528,0.541,-48.889,-85.327,221.13,-40.18,-27.49,-82.83,-50.0,15.625,-12.833,-0.46381,0.28525,0.07083,0.83569,23.2,10080.1.21,100
2025-05-07 11:48:56.747,WTLA(D2:5B:8F:2B:49:EE),-0.604,-0.494,0.466,-25.269,-121.826,82.153,-40.9,53.26,167.14,25.5,22.0,-19.867,-0.00568,-0.48102,-0.27713,0.83167,22.9,10080.1.21,100
2025-05-07 11:48:56.755,WTC(C4:80:F9:46:D1:94),-0.028,0.958,-0.196,34.79,6.897,0.916,102.89,3.71,-89.82,-38.625,-50.125,-39.633,-0.42807,-0.56165,0.53378,0.46506,25.7,10080.1.21,100
2025-05-07 11:48:56.798,WTRA(F7:C5:A7:64:8A:09),0.272,-0.624,0.415,3.357,-86.182,199.951,-51.04,-17.18,-61.12,-50.0,15.625,-12.833,-0.46381,0.28525,0.07083,0.83569,23.2,10080.1.21,100
2025-05-07 11:48:56.834,WTLA(D2:5B:8F:2B:49:EE),-0.982,-0.319,0.96,-71.411,-151.611,41.931,-28.46,41.18,-171.11,2.75,13.125,-46.258,-0.00568,-0.48102,-0.27713,0.83167,22.9,10080.1.21,100
2025-05-07 11:48:56.845,WTC(C4:80:F9:46:D1:94),-0.002,0.979,-0.285,10.071,1.282,4.211,105.23,3.24,-89.45,-41.25,-45.125,-38.217,-0.42807,-0.56165,0.53378,0.46506,25.7,10080.1.21,100
2025-05-07 11:48:56.932,WTRA(F7:C5:A7:64:8A:09),0.236,-0.898,0.417,18.799,-225.159,159.119,-55.63,-11.57,-38.58,-50.0,15.625,-12.833,-0.83911,0.48108,-0.0274,0.25217,23.2,10080.1.21,100
2025-05-07 11:48:56.959,WTLA(D2:5B:8F:2B:49:EE),-0.62,-0.558,0.614,-140.076,64.758,-54.016,-39.38,39.92,-169.99,2.75,13.125,-46.258,-0.00568,-0.48102,-0.27713,0.83167,22.9,10080.1.21,100
2025-05-07 11:48:56.965,WTC(C4:80:F9:46:D1:94),0.004,0.933,-0.286,11.353,-10.681,4.517,106.22,2.85,-90.0,-41.25,-45.125,-38.217,-0.42807,-0.56165,0.53378,0.46506,25.7,10080.1.21,100
2025-05-07 11:48:56.973,WTRA(F7:C5:A7:64:8A:09),0.235,-0.442,0.553,77.698,-229.919,129.7,-56.64,-10.77,-11.31,-50.0,15.625,-12.833,-0.83911,0.48108,-0.0274,0.25217,23.2,10080.1.21,100
2025-05-07 11:48:57.270,WTC(C4:80:F9:46:D1:94),-0.021,0.922,-0.325,5.798,16.479,-5.981,107.2,2.88,-89.68,-41.25,-45.125,-38.217,-0.40485,-0.58746,0.55499,0.42761,25.7,10080.1.21,100
2025-05-07 11:48:57.430,WTLA(D2:5B:8F:2B:49:EE),-0.388,-0.901,0.43,-90.027,-56.458,-181.763,-57.42,30.96,179.3,2.75,13.125,-46.258,-0.02637,-0.17603,-0.52432,0.83264,22.9,10080.1.21,100
2025-05-07 11:48:57.960,WTRA(F7:C5:A7:64:8A:09),0.383,-0.464,0.817,67.993,-91.431,14.648,-51.86,-14.8,7.4,-18.0,40.5,1.25,-0.83911,0.48108,-0.0274,0.25217,23.2,10080.1.21,100
2025-05-07 11:48:57.146,WTC(C4:80:F9:46:D1:94),-0.022,0.922,-0.29,6.897,7.385,-0.305,108.03,3.05,-88.83,-41.25,-45.125,-38.217,-0.40485,-0.58746,0.55499,0.42761,25.7,10080.1.21,100
2025-05-07 11:48:57.165,WTLA(D2:5B:8F:2B:49:EE),0.322,-0.657,0.239,-78.247,-94.055,-244.69,-68.97,10.14,169.99,2.75,13.125,-46.258,-0.02637,-0.17603,-0.52432,0.83264,22.9,10080.1.21,100
2025-05-07 11:48:57.185,WTRA(F7:C5:A7:64:8A:09),0.58,-0.754,0.668,-54.565,-34.79,-74.463,-52.64,-20.86,8.11,-18.0,40.5,1.25,-0.83911,0.48108,-0.0274,0.25217,23.2,10080.1.21,100
2025-05-07 11:48:57.237,WTC(C4:80:F9:46:D1:94),-0.03,0.943,-0.345,-1.953,-1.587,2.502,108.01,2.88,-88.81,-41.25,-45.125,-38.217,-0.40485,-0.58746,0.55499,0.42761,25.7,10080.1.21,100
2025-05-07 11:48:57.257,WTLA(D2:5B:8F:2B:49:EE),0.633,-0.516,0.03,-31.677,-38.391,-179.321,-74.67,-13.53,169.23,-20.125,48.25,-47.933,-0.02637,-0.17603,-0.52432,0.83264,22.9,10080.1.21,100
2025-05-07 11:48:57.306,WTRA(F7:C5:A7:64:8A:09),0.693,-0.771,0.422,-72.937,-79.041,-64.331,-59.6,-30.33,8.87,-18.0,40.5,1.25,-0.83273,0.47119,0.28104,0.07373,23.2,10080.1.21,100
2025-05-07 11:48:57.354,WTC(C4:80:F9:46:D1:94),-0.038,0.924,-0.314,-1.953,-7.996,4.272,107.61,2.79,-89.58,-41.0,-41.75,-36.108,-0.40485,-0.58746,0.55499,0.42761,25.7,10080.1.21,100
2025-05-07 11:48:57.376,WTLA(D2:5B:8F:2B:49:EE),0.156,-0.522,0.098,59.753,43.518,-6.653,-73.44,-23.76,169.96,-20.125,48.25,-47.933,-0.02637,-0.17603,-0.52432,0.83264,22.9,10080.1.21,100
2025-05-07 11:48:57.396,WTRA(F7:C5:A7:64:8A:09),0.729,-0.637,0.446,-93.262,16.846,-80.627,-67.32,-37.91,8.32,-18.0,40.5,1.25,-0.83273,0.47119,0.28104,0.07373,23.2,10080.1.21,100
2025-05-07 11:48:57.436,WTLA(D2:5B:8F:2B:49:EE),0.014,-0.671,0.348,133.362,44.739,121.521,-64.28,-16.56,173.22,-20.125,48.25,-47.933,0.06964,0.01215,-0.43146,0.89929,22.9,10080.1.21,100
2025-05-07 11:48:57.477,WTC(C4:80:F9:46:D1:94),-0.002,0.916,-0.294,5.432,1.343,4.272,107.79,2.51,-89.58,-41.0,-41.75,-36.108,-0.40268,-0.58368,0.56363,0.42352,25.7,10080.1.21,100
2025-05-07 11:48:57.523,WTRA(F7:C5:A7:64:8A:09),1.055,-0.806,0.244,-106.445,30.884,-79.529,-69.72,-43.77,-3.72,-38.375,23.125,20.483,-0.83273,0.47119,0.28104,0.07373,23.2,10080.1.21,100
2025-05-07 11:48:57.554,WTLA(D2:5B:8F:2B:49:EE),-0.013,-0.667,0.851,145.935,59.143,113.708,-48.78,-2.89,173.91,-20.125,48.25,-47.933,0.06964,0.01215,-0.43146,0.89929,22.9,10080.1.21,100
2025-05-07 11:48:57.565,WTC(C4:80:F9:46:D1:94),0.032,0.947,-0.285,11.169,0.61,2.38,108.89,2.21,-89.63,-41.0,-41.75,-36.108,-0.40268,-0.58368,0.56363,0.42352,25.7,10080.1.21,100
2025-05-07 11:48:57.629,WTRA(F7:C5:A7:64:8A:09),0.879,-1.019,-0.048,-42.114,82.886,36.987,-71.35,-44.25,-12.19,-38.375,23.125,20.483,-0.83273,0.47119,0.28104,0.07373,23.2,10080.1.21,100
2025-05-07 11:48:57.645,WTLA(D2:5B:8F:2B:49:EE),-0.287,-0.612,0.893,142.212,0.671,113.77,-33.46,6.1,-179.21,-8.5,7.875,-46.058,0.06964,0.01215,-0.43146,0.89929,22.9,10080.1.21,100
2025-05-07 11:48:57.654,WTC(C4:80:F9:46:D1:94),-0.007,0.925,-0.314,5.676,2.869,2.441,109.75,2.07,-89.96,-41.625,-44.75,-32.758,-0.40268,-0.58368,0.56363,0.42352,25.7,10080.1.21,100
2025-05-07 11:48:57.696,WTRA(F7:C5:A7:64:8A:09),0.017,-0.769,0.053,12.085,118.652,127.441,-66.95,-32.43,-21.75,-38.375,23.125,20.483,-0.78226,0.54349,0.0484,0.30038,23.2,10080.1.21,100
2025-05-07 11:48:57.767,WTLA(D2:5B:8F:2B:49:EE),-0.146,-0.331,1.057,93.384,-11.353,88.257,-20.05,12.11,-170.5,-8.5,7.875,-46.058,0.06964,0.01215,-0.43146,0.89929,22.9,10080.1.21,100
2025-05-07 11:48:57.774,WTC(C4:80:F9:46:D1:94),0.001,0.919,-0.338,0.244,5.554,1.343,109.94,1.86,-89.82,-41.625,-44.75,-32.758,-0.40268,-0.58368,0.56363,0.42352,25.7,10080.1.21,100
2025-05-07 11:48:57.784,WTRA(F7:C5:A7:64:8A:09),-0.068,-0.57,0.349,28.503,32.104,128.418,-61.64,-14.24,-29.11,-38.375,23.125,20.483,-0.78226,0.54349,0.0484,0.30038,23.2,10080.1.21,100
2025-05-07 11:48:57.837,WTC(C4:80:F9:46:D1:94),-0.007,0.92,-0.362,2.625,6.714,-1.282,110.13,1.61,-89.25,-41.625,-44.75,-32.758,-0.40225,-0.59116,0.5676,0.40799,25.7,10080.1.21,100
2025-05-07 11:48:57.854,WTLA(D2:5B:8F:2B:49:EE),-0.222,-0.187,1.023,59.937,4.456,84.534,-11.22,14.19,-162.14,-8.5,7.875,-46.058,-0.21756,-0.11493,-0.07254,0.96649,22.9,10080.1.21,100
2025-05-07 11:48:57.927,WTRA(F7:C5:A7:64:8A:09),0.16,-0.759,0.517,31.067,23.376,56.396,-59.35,-5.77,-24.59,-29.5,37.75,2.3,-0.78226,0.54349,0.0484,0.30038,23.2,10080.1.21,100
2025-05-07 11:48:57.955,WTC(C4:80:F9:46:D1:94),0.015,0.908,-0.365,-2.38,7.019,1.953,110.04,1.43,-88.62,-41.625,-44.75,-32.758,-0.40225,-0.59116,0.5676,0.40799,25.7,10080.1.21,100
2025-05-07 11:48:57.976,WTLA(D2:5B:8F:2B:49:EE),-0.186,-0.063,1.093,60.486,0.854,92.468,-2.87,14.97,-152.47,-8.5,7.875,-46.058,-0.21756,-0.11493,-0.07254,0.96649,22.9,10080.1.21,100
2025-05-07 11:48:57.997,WTRA(F7:C5:A7:64:8A:09),0.147,-0.779,0.565,32.166,-61.218,-11.353,-56.22,-6.77,-19.46,-29.5,37.75,2.3,-0.78226,0.54349,0.0484,0.30038,23.2,10080.1.21,100
2025-05-07 11:48:58.450,WTC(C4:80:F9:46:D1:94),0.012,0.932,-0.377,-11.536,11.658,2.319,109.52,1.05,-88.2,-42.25,-42.5,-39.775,-0.40225,-0.59116,0.5676,0.40799,25.7,10080.1.21,100
2025-05-07 11:48:58.670,WTLA(D2:5B:8F:2B:49:EE),-0.062,0.027,0.726,96.68,33.752,102.173,7.06,17.23,-142.45,-30.875,-8.625,-29.025,-0.21756,-0.11493,-0.07254,0.96649,22.9,10080.1.21,100
2025-05-07 11:48:58.124,WTRA(F7:C5:A7:64:8A:09),0.243,-0.889,0.501,1.282,-119.202,10.01,-56.21,-10.78,-14.69,-29.5,37.75,2.3,-0.86566,0.47888,0.04919,0.13712,23.2,10080.1.21,100
2025-05-07 11:48:58.166,WTC(C4:80:F9:46:D1:94),0.053,0.899,-0.313,-7.751,14.465,-2.136,108.71,0.55,-87.13,-42.25,-42.5,-39.775,-0.40225,-0.59116,0.5676,0.40799,25.7,10080.1.21,100
2025-05-07 11:48:58.184,WTLA(D2:5B:8F:2B:49:EE),-0.461,0.235,1.675,69.58,-168.884,160.522,20.72,7.76,-130.26,-30.875,-8.625,-29.025,-0.21756,-0.11493,-0.07254,0.96649,22.9,10080.1.21,100
2025-05-07 11:48:58.235,WTRA(F7:C5:A7:64:8A:09),0.248,-0.722,0.645,14.771,-61.89,-9.521,-57.37,-16.51,-3.52,-29.5,37.75,2.3,-0.86566,0.47888,0.04919,0.13712,23.2,10080.1.21,100
2025-05-07 11:48:58.249,WTLA(D2:5B:8F:2B:49:EE),-0.893,0.779,1.855,-262.451,184.143,-33.569,10.52,3.86,-124.08,-30.875,-8.625,-29.025,-0.41742,-0.12006,-0.14267,0.88931,22.9,10080.1.21,100
