Path,Caption,GT
LM_video/IR/user7/7-2-2/IR.mp4,"In the kitchen, the user efficiently peels fruit, neatly dries her hands, preparing to happily enjoy the fresh fruit.","peeling fruit,wiping hands,eating"
LM_video/IR/user7/7-2-3/IR.mp4,"In the kitchen, the user hastily peels fruit, quickly dries her hands, preparing to rapidly eat the fresh fruit.","peeling fruit,wiping hands,eating"
LM_video/IR/user8/1-1-1/IR.mp4,The user leisurely brushes his teeth in the bathroom and carefully cleans each tooth before unhurriedly drying his hands with a towel.,"brushing teeth,wiping hands"
LM_video/IR/user8/1-1-2/IR.mp4,The user intently brushes his teeth in the bathroom and meticulously cleans his mouth before promptly drying his hands with a towel.,"brushing teeth,wiping hands"
LM_video/IR/user8/1-1-3/IR.mp4,The user absentmindedly brushes his teeth in the bathroom and mechanically completes the motions before casually drying his hands with a towel.,"brushing teeth,wiping hands"
LM_video/IR/user8/1-2-1/IR.mp4,"The user walks slowly to the living room, sits on the sofa, gently puts on headphones, and quietly listens to music while leisurely flipping through documents. Then, he casually picks up the phone, smilingly takes a selfie, and afterward, cheerfully makes a phone call.","walking,sitting down,listen to music with headphones,reading,taking a selfie,calling"
LM_video/IR/user8/1-2-2/IR.mp4,"The user walks briskly to the living room, sits on the sofa, decisively puts on headphones, and intently listens to music while quickly flipping through documents. Then, he swiftly picks up the phone, confidently takes a selfie, and afterward, eagerly makes a phone call.","walking,sitting down,listen to music with headphones,reading,taking a selfie,calling"
LM_video/IR/user8/1-2-3/IR.mp4,"The user strolls lazily to the living room, sits on the sofa, absentmindedly puts on headphones, and distractedly listens to music while listlessly flipping through documents. Then, he indifferently picks up the phone, half-heartedly takes a selfie, and afterward, impatiently makes a phone call.","walking,sitting down,listen to music with headphones,reading,taking a selfie,calling"
LM_video/IR/user8/2-1-1/IR.mp4,"Leisurely folding clothes in the living room, the user carefully folds each garment neatly and precisely. Comfortably sitting on the sofa, he calmly checks the time, then begins quietly listening to music with headphones. As the music plays, he casually picks up the phone and briefly makes a call.","folding clothes,sitting down,checking the time,listen to music with headphones,calling"
LM_video/IR/user8/2-1-2/IR.mp4,"Attentively folding clothes in the living room, the user meticulously smooths out each garment. Quietly sitting on the sofa, he serenely checks the time, then begins intently listening to music with headphones. As the music plays, he promptly picks up the phone and concisely makes a call.","folding clothes,sitting down,checking the time,listen to music with headphones,calling"
LM_video/IR/user8/2-1-3/IR.mp4,"Hastily folding clothes in the living room, the user quickly arranges each garment in order. Hurriedly walking to the sofa and sitting down, he anxiously checks the time, then begins nervously listening to music with headphones. As the music plays, he urgently picks up the phone and abruptly makes a call.","folding clothes,sitting down,checking the time,listen to music with headphones,calling"
LM_video/IR/user8/2-2-1/IR.mp4,The user walks slowly to the kitchen and begins carefully wiping the table.,"walking,wiping surfaces"
LM_video/IR/user8/2-2-2/IR.mp4,The user walks briskly to the kitchen and begins efficiently wiping the table.,"walking,wiping surfaces"
LM_video/IR/user8/2-2-3/IR.mp4,The user walks quickly to the kitchen and begins hastily wiping the table.,"walking,wiping surfaces"
LM_video/IR/user8/3-1-1/IR.mp4,"Slowly and meticulously sweeping the floor, the user gently gathers dust and debris into small piles. Then, softly mopping the floor, he ensures every spot shines like new. After cleaning, he calmly performs single-leg balance exercises to improve body coordination.","sweeping,mopping,one leg balance"
LM_video/IR/user8/3-1-2/IR.mp4,"Quickly and vigorously sweeping the floor, the user swiftly gathers dust and debris into piles. Then, firmly mopping the floor, he makes sure the floor is spotless. After cleaning, he eagerly performs single-leg balance exercises to train his coordination.","sweeping,mopping,one leg balance"
LM_video/IR/user8/3-1-3/IR.mp4,"Steadily and methodically sweeping the floor, the user neatly gathers dust and debris into organized piles. Then, evenly mopping the floor, he leaves the floor perfectly clean. After cleaning, he composedly performs single-leg balance exercises to enhance body coordination.","sweeping,mopping,one leg balance"
LM_video/IR/user8/3-2-1/IR.mp4,"The user patiently dries each dish and utensil by the sink. After finishing, he leisurely pours a drink and gently stirs it, enjoying a refreshing beverage.","washing dishes,pouring,stirring"
LM_video/IR/user8/3-2-2/IR.mp4,"The user quickly dries each dish and utensil by the sink. After finishing, he hastily pours a drink and rapidly stirs it, enjoying a refreshing beverage.","washing dishes,pouring,stirring"
LM_video/IR/user8/3-2-3/IR.mp4,"The user systematically dries each dish and utensil by the sink. After finishing, he calmly pours a drink and evenly stirs it, enjoying a refreshing beverage.","washing dishes,pouring,stirring"
LM_video/IR/user8/3-3-1/IR.mp4,"Finally, the user returns to the living room, gently wiping the table with a cloth, carefully removing all stains and dust from the surface.","walking,wiping surfaces"
LM_video/IR/user8/3-3-2/IR.mp4,"Finally, the user returns to the living room, quickly wiping the table with a cloth, efficiently removing all stains and dust from the surface.","walking,wiping surfaces"
LM_video/IR/user8/3-3-3/IR.mp4,"Finally, the user returns to the living room, evenly wiping the table with a cloth, thoroughly removing all stains and dust from the surface.","walking,wiping surfaces"
LM_video/IR/user8/4-1-1/IR.mp4,"Sitting down slowly at the bedroom desk, the user gently takes out his phone, carefully plugs in headphones, and quietly listens to the soft flowing music. While engaged in writing, he occasionally turns pages leisurely to reference materials. When inspiration strikes, he softly sets down the book.","sitting down,listen to music with headphones,writing,reading,turning a page"
LM_video/IR/user8/4-1-2/IR.mp4,"Sitting down quickly at the bedroom desk, the user hastily takes out his phone, rapidly plugs in headphones, and intently listens to the soft flowing music. While engaged in writing, he occasionally flips pages swiftly to reference materials. When inspiration strikes, he promptly sets down the book.","sitting down,listen to music with headphones,writing,reading,turning a page"
LM_video/IR/user8/4-1-3/IR.mp4,"Sitting down steadily at the bedroom desk, the user calmly takes out his phone, securely plugs in headphones, and peacefully listens to the soft flowing music. While engaged in writing, he occasionally turns pages methodically to reference materials. When inspiration strikes, he evenly sets down the book.","sitting down,listen to music with headphones,writing,reading,turning a page"
LM_video/IR/user8/4-2-1/IR.mp4,"Slowly walking to the kitchen, the user pours a drink and gently stirs it, then carefully peels a piece of fruit before disposing of the peel in the trash bin.","walking,pouring,stirring,peeling fruit,throwing"
LM_video/IR/user8/4-2-2/IR.mp4,"Briskly walking to the kitchen, the user pours a drink and briskly stirs it, then quickly peels a piece of fruit before tossing the peel into the trash bin.","walking,pouring,stirring,peeling fruit,throwing"
LM_video/IR/user8/4-2-3/IR.mp4,"Steadily walking to the kitchen, the user pours a drink and evenly stirs it, then methodically peels a piece of fruit before properly disposing of the peel in the trash bin.","walking,pouring,stirring,peeling fruit,throwing"
LM_video/IR/user8/5-1-1/IR.mp4,"The user leisurely jogs in place in the living room, gently stretching his limbs, then steadily sits down on the sofa. He begins intently typing on the keyboard. When taking a break from writing, he calmly checks the time, decides he needs to relax, and gracefully stands up to slowly perform lunge exercises to stretch his muscles.","running,stretching,sitting down,typing on a keyboard,checking the time,standing up,lunges"
LM_video/IR/user8/5-1-2/IR.mp4,"The user briskly jogs in place in the living room, flexibly stretching his body, then quietly sits down on the sofa. He begins earnestly typing on the keyboard. When taking a break from writing, he composedly checks the time, decides he needs to relax, and naturally stands up to peacefully do lunge exercises to stretch his muscles.","running,stretching,sitting down,typing on a keyboard,checking the time,standing up,lunges"
LM_video/IR/user8/5-1-3/IR.mp4,"The user hurriedly jogs in place in the living room, quickly stretching his limbs, then eagerly sits down on the sofa. He begins nervously typing on the keyboard. When taking a break from writing, he anxiously checks the time, decides he needs to relax, and hastily stands up to rapidly do lunge exercises to stretch his muscles.","running,stretching,sitting down,typing on a keyboard,checking the time,standing up,lunges"
LM_video/IR/user8/6-1-1/IR.mp4,"Slowly removing clothes, the user changes into loose workout attire, gently stretches his limbs, and begins a slow, methodical warm-up routine. While performing squats, his breathing remains even and movements unhurried.","undressing,getting dressed,stretching,squats"
LM_video/IR/user8/6-1-2/IR.mp4,"Quickly removing clothes, the user changes into fitted workout attire, eagerly begins warming up with fast, powerful motions. While performing squats, his breathing is rapid and movements compact.","undressing,getting dressed,stretching,squats"
LM_video/IR/user8/6-1-3/IR.mp4,"Calmly removing clothes, the user changes into comfortable workout attire, peacefully begins warming up with steady, controlled motions. While performing squats, his breathing remains measured and movements coordinated.","undressing,getting dressed,stretching,squats"
LM_video/IR/user8/6-2-1/IR.mp4,"After entering the living room, the user gently picks up his phone and calmly checks the time, then slowly takes some sips of water to rehydrate. On the floor, he performs jumping jacks at a steady pace, moving fluidly without haste. While peeling fruit, his fingers work deftly, handling the skin with care. When writing, his pen moves softly, turning pages with gentle motions. Finally, he stands up and relaxedly performs stretching exercises, gradually relaxing the muscles throughout his body.","walking,checking the time,drinking,jumping jacks,peeling fruit,writing,turning a page,stretching"
LM_video/IR/user8/6-2-2/IR.mp4,"After entering the living room, the user hastily grabs his phone and anxiously checks the time, then gulps down water to quickly rehydrate. On the floor, he rapidly performs jumping jacks, moving vigorously and powerfully. While peeling fruit, his fingers work swiftly, rapidly removing the skin. When writing, his pen moves urgently, turning pages with quick motions. Finally, he stands up and tensely performs stretching exercises, with all his muscles remaining taut.","walking,checking the time,drinking,jumping jacks,peeling fruit,writing,turning a page,stretching"
LM_video/IR/user8/6-2-3/IR.mp4,"After entering the living room, the user naturally picks up his phone and serenely checks the time, then drinks water slowly to rehydrate at a proper pace. On the floor, he evenly performs jumping jacks, moving coordinately without rush. While peeling fruit, his fingers work nimbly, easily removing the skin. When writing, his pen moves smoothly, turning pages with natural motions. Finally, he stands up and relaxedly performs stretching exercises, gradually extending all his muscles.","walking,checking the time,drinking,jumping jacks,peeling fruit,writing,turning a page,stretching"
LM_video/IR/user8/7-1-1/IR.mp4,"The user slowly washes his face, carefully brushes his teeth, gently combs his hair, then softly removes his clothes, meticulously drying his hands and changing into casual wear. Standing before the mirror, he leisurely takes cold medicine with warm water, cautiously checks his temperature to assess his physical condition. By the sink, he tenderly massages his wrists to relieve arm fatigue.","washing face,brushing teeth,combing hair,undressing,wiping hands,getting dressed,taking medicine,measure body temperature,massaging oneself"
LM_video/IR/user8/7-1-2/IR.mp4,"The user calmly washes his face, methodically brushes his teeth, neatly combs his hair, then quickly removes his clothes, efficiently drying his hands and changing into casual wear. Standing before the mirror, he promptly takes cold medicine with warm water, swiftly checks his temperature to assess his physical condition. By the sink, he practically massages his wrists to relieve arm fatigue.","washing face,brushing teeth,combing hair,undressing,wiping hands,getting dressed,taking medicine,measure body temperature,massaging oneself"
LM_video/IR/user8/7-1-3/IR.mp4,"The user anxiously washes his face, hastily brushes his teeth, carelessly combs his hair, then urgently removes his clothes, hurriedly drying his hands and changing into casual wear. Standing before the mirror, he quickly takes cold medicine with warm water, impatiently checks his temperature to assess his physical condition. By the sink, he perfunctorily massages his wrists to relieve arm fatigue.","washing face,brushing teeth,combing hair,undressing,wiping hands,getting dressed,taking medicine,measure body temperature,massaging oneself"
LM_video/IR/user8/7-2-1/IR.mp4,"In the kitchen, the user pours a cup of warm water, gently stirs before taking vitamins, then slowly peels a banana and savors it carefully to replenish vitamin C.","pouring,stirring,taking medicine,peeling fruit,eating"
LM_video/IR/user8/7-2-2/IR.mp4,"In the kitchen, the user pours a cup of warm water, quickly stirs before taking vitamins, then rapidly peels a banana and eats it promptly to replenish vitamin C.","pouring,stirring,taking medicine,peeling fruit,eating"
LM_video/IR/user8/7-2-3/IR.mp4,"In the kitchen, the user pours a cup of warm water, hastily stirs before taking vitamins, then hurriedly peels a banana and eats it hastily to replenish vitamin C.","pouring,stirring,taking medicine,peeling fruit,eating"
LM_video/IR/user9/1-1-1/IR.mp4,"The user brushes her teeth unhurriedly, gently dries her hands, slowly combs her hair, leisurely changes into everyday clothes, and casually performs stretching exercises.","brushing teeth,wiping hands,combing hair,getting dressed,stretching"
LM_video/IR/user9/1-1-2/IR.mp4,"The user brushes her teeth briskly, swiftly dries her hands, neatly combs her hair, efficiently changes into everyday clothes, and quickly completes stretching exercises.","brushing teeth,wiping hands,combing hair,getting dressed,stretching"
LM_video/IR/user9/1-1-3/IR.mp4,"The user brushes her teeth meticulously, carefully dries her hands, attentively combs her hair, deliberately changes into everyday clothes, and mindfully performs stretching exercises.","brushing teeth,wiping hands,combing hair,getting dressed,stretching"
LM_video/IR/user9/1-2-1/IR.mp4,"After exercising, the user leisurely walks to the bedroom, sits at the desk, and gently types on a keyboard, occasionally listening to music quietly with headphones.","walking,sitting down,typing on a keyboard,listen to music with headphones"
LM_video/IR/user9/1-2-2/IR.mp4,"After exercising, the user hurriedly walks to the bedroom, sits at the desk, and rapidly types on a keyboard, occasionally listening to music hurriedly with headphones.","walking,sitting down,typing on a keyboard,listen to music with headphones"
LM_video/IR/user9/1-2-3/IR.mp4,"After exercising, the user steadily walks to the bedroom, sits at the desk, and attentively types on a keyboard, occasionally listening to music intently with headphones.","walking,sitting down,typing on a keyboard,listen to music with headphones"
LM_video/IR/user9/2-1-1/IR.mp4,"The user leisurely takes a cup from the drawer, slowly pours a drink, gently stirs with a spoon, moving smoothly.","opening storage container,pouring,stirring"
LM_video/IR/user9/2-1-2/IR.mp4,"The user calmly takes a cup from the drawer, steadily pours a drink, evenly stirs with a spoon, moving methodically.","opening storage container,pouring,stirring"
LM_video/IR/user9/2-1-3/IR.mp4,"The user hastily grabs a cup from the drawer, quickly pours a drink, vigorously stirs with a spoon, moving urgently.","opening storage container,pouring,stirring"
LM_video/IR/user9/2-2-1/IR.mp4,"Then the user walks slowly to the bedroom, stands in the center, and does squats and jumping jacks with steady and powerful movements to maintain energy.","walking,squats,jumping jacks"
LM_video/IR/user9/2-2-2/IR.mp4,"Next, the user walks steadily to the bedroom, stands in the center, and does squats and jumping jacks with moderate-paced movements to maintain energy.","walking,squats,jumping jacks"
LM_video/IR/user9/2-2-3/IR.mp4,"Then the user walks quickly to the bedroom, stands in the center, and does squats and jumping jacks with fast, powerful movements to maintain energy.","walking,squats,jumping jacks"
LM_video/IR/user9/2-3-1/IR.mp4,"After exercising, the user returns to the kitchen, carefully peels a banana, preparing to eat, her movements careful and focused.","walking,peeling fruit"
LM_video/IR/user9/2-3-2/IR.mp4,"After exercising, the user returns to the kitchen, cautiously peels a banana, preparing to eat, her movements careful and orderly.","walking,peeling fruit"
LM_video/IR/user9/2-3-3/IR.mp4,"After exercising, the user quickly returns to the kitchen, hurriedly peels a banana, preparing to eat, her movements hurried and anxious.","walking,peeling fruit"
LM_video/IR/user9/3-1-1/IR.mp4,"The user relaxes on the sofa, casually playing a game, then gently removes her clothes.","playing games,undressing"
LM_video/IR/user9/3-1-2/IR.mp4,"The user quietly sits on the sofa, intently playing a game, then calmly removes her clothes.","playing games,undressing"
LM_video/IR/user9/3-1-3/IR.mp4,"The user anxiously sits on the sofa, frantically playing a game, then hurriedly removes her clothes.","playing games,undressing"
LM_video/IR/user9/3-2-1/IR.mp4,"Then, she walks slowly into the kitchen, calmly pours a drink, gently stirs, and slowly drinks.","walking,pouring,stirring,drinking"
LM_video/IR/user9/3-2-2/IR.mp4,"Then, she walks steadily into the kitchen, smoothly pours a drink, evenly stirs, and quietly drinks.","walking,pouring,stirring,drinking"
LM_video/IR/user9/3-2-3/IR.mp4,"Then, she walks hurriedly into the kitchen, hastily pours a drink, quickly stirs, and rapidly drinks.","walking,pouring,stirring,drinking"
LM_video/IR/user9/3-3-1/IR.mp4,"Then, the user leisurely returns to the living room, meticulously sweeps the floor, patiently clearing dust and debris. Afterward, she puts on headphones, quietly listens to music, and easily does squats in the center of the room, then slowly lies down to maintain energy. Finally, she carefully mops the floor, leaving it spotless.","walking,sweeping,listen to music with headphones,squats,lying down,mopping"
LM_video/IR/user9/3-3-2/IR.mp4,"Then, the user steadily returns to the living room, attentively sweeps the floor, orderly clearing dust and debris. Afterward, she puts on headphones, attentively listens to music, and rhythmically does squats, then steadily lies down to maintain energy. Finally, she patiently mops the floor, leaving it spotless.","walking,sweeping,listen to music with headphones,squats,lying down,mopping"
LM_video/IR/user9/3-3-3/IR.mp4,"Then, the user quickly returns to the living room, hastily sweeps the floor, rapidly clearing dust and debris. Afterward, she puts on headphones, tensely listens to music, and hurriedly does squats, then quickly lies down to maintain energy. Finally, she swiftly mops the floor, leaving it spotless.","walking,sweeping,listen to music with headphones,squats,lying down,mopping"
LM_video/IR/user9/4-1-1/IR.mp4,"The user sits at the desk, leisurely checking the time, lightly typing on the keyboard, noting down the meeting agenda. Midway through writing, she slowly pauses, carefully reading the documents at hand, ensuring the information is accurate.","checking the time,typing on a keyboard,reading"
LM_video/IR/user9/4-1-2/IR.mp4,"The user sits at the desk, calmly checking the time, intently typing on the keyboard, noting down the meeting agenda. Midway through writing, she pauses briefly, earnestly reading the documents at hand, ensuring the information is accurate.","checking the time,typing on a keyboard,reading"
LM_video/IR/user9/4-1-3/IR.mp4,"The user sits at the desk, anxiously checking the time, rapidly typing on the keyboard, noting down the meeting agenda. Midway through writing, she suddenly stops, urgently reading the documents at hand, ensuring the information is accurate.","checking the time,typing on a keyboard,reading"
LM_video/IR/user9/4-2-1/IR.mp4,"Later, the user leisurely walks into the living room, calmly performs squats and stretches to relax.","walking,squats,stretching"
LM_video/IR/user9/4-2-2/IR.mp4,"Later, the user steadily walks into the living room, intently performs squats and stretches to relax.","walking,squats,stretching"
LM_video/IR/user9/4-2-3/IR.mp4,"Later, the user hurriedly walks into the living room, quickly performs squats and stretches to relax.","walking,squats,stretching"
LM_video/IR/user9/4-3-1/IR.mp4,"Then she returns to the desk, continuing to calmly use the computer to finish the task at hand.","walking,typing on a keyboard"
LM_video/IR/user9/4-3-2/IR.mp4,"Then she returns to the desk, continuing to intently use the computer to finish the task at hand.","walking,typing on a keyboard"
LM_video/IR/user9/4-3-3/IR.mp4,"Then she returns to the desk, continuing to nervously use the computer to finish the task at hand.","walking,typing on a keyboard"
LM_video/IR/user9/5-1-1/IR.mp4,"The user sits on the bed, leisurely immersed in a mobile game, with soft music playing through the headphones, occasionally standing up slowly.","playing games,standing up"
LM_video/IR/user9/5-1-2/IR.mp4,"The user sits on the bed, calmly focused on a mobile game, with soothing music playing through the headphones, occasionally standing up gracefully.","playing games,standing up"
LM_video/IR/user9/5-1-3/IR.mp4,"The user sits on the bed, anxiously immersed in a mobile game, with intense music playing through the headphones, occasionally standing up hurriedly.","playing games,standing up"
LM_video/IR/user9/5-2-1/IR.mp4,"The user slowly peels fruit in the kitchen, throws away the trash, then gently wipes her hands.","peeling fruit,throwing,wiping hands"
LM_video/IR/user9/5-2-2/IR.mp4,"The user steadily peels fruit in the kitchen, throws away the trash, then neatly wipes her hands.","peeling fruit,throwing,wiping hands"
LM_video/IR/user9/5-2-3/IR.mp4,"The user hurriedly peels fruit in the kitchen, throws away the trash, then quickly wipes her hands.","peeling fruit,throwing,wiping hands"
LM_video/IR/user9/5-3-1/IR.mp4,"After returning to the bedroom, she casually performs a few sets of squats, then calmly checks the time to ensure everything is in order. She then leisurely sits down, gently massaging her shoulders to relieve the fatigue from prolonged sitting, before happily going back to playing her game.","walking,squats,checking the time,sitting down,massaging oneself,playing games"
LM_video/IR/user9/5-3-2/IR.mp4,"After returning to the bedroom, she steadily completes a few sets of squats, then composedly checks the time to avoid disrupting other plans. She slowly takes a seat, softly rubbing her shoulders to ease bodily tension, before peacefully going back to playing her game.","walking,squats,checking the time,sitting down,massaging oneself,playing games"
LM_video/IR/user9/5-3-3/IR.mp4,"After returning to the bedroom, she hurriedly finishes a few sets of squats, then anxiously glances at the time, fearing she might miss other commitments. She hastily sits down, briskly kneading her shoulders to alleviate stiffness, before eagerly going back to playing her game.","walking,squats,checking the time,sitting down,massaging oneself,playing games"
LM_video/IR/user9/6-1-1/IR.mp4,"The user slowly sits down in the bedroom, gently typing on the keyboard, and begins attentively writing, occasionally glancing up to check the time, then leisurely flipping through documents.","sitting down,typing on a keyboard,checking the time,reading"
LM_video/IR/user9/6-1-2/IR.mp4,"The user quickly sits down in the bedroom, rapidly typing on the keyboard, and begins to seriously write, frequently checking the time, then swiftly skimming through documents.","sitting down,typing on a keyboard,checking the time,reading"
LM_video/IR/user9/6-1-3/IR.mp4,"The user leisurely sits down in the bedroom, rhythmically typing on the keyboard, and begins to relaxedly write, occasionally looking at the time, then unhurriedly flipping through documents.","sitting down,typing on a keyboard,checking the time,reading"
LM_video/IR/user9/6-2-1/IR.mp4,"In the living room, the user sits on the sofa, calmly takes medicine, carefully checks her temperature, then comfortably lies back, leisurely playing a mobile game, and finally happily takes a selfie.","taking medicine,measure body temperature,lying down,playing games,taking a selfie"
LM_video/IR/user9/6-2-2/IR.mp4,"In the living room, the user sits on the sofa, hurriedly takes medicine, quickly checks her temperature, then nervously lies down, eagerly playing a mobile game, and finally hurriedly takes a quick selfie.","taking medicine,measure body temperature,lying down,playing games,taking a selfie"
LM_video/IR/user9/6-2-3/IR.mp4,"In the living room, the user sits on the sofa, calmly takes medicine, carefully checks her temperature, then comfortably lies down, happily playing a mobile game, and finally happily takes a quick selfie.","taking medicine,measure body temperature,lying down,playing games,taking a selfie"
LM_video/IR/user9/7-1-1/IR.mp4,"The user slowly finishes washing up in the bathroom, stands before the mirror, takes medicine with warm water, and cautiously uses a portable thermometer to check her temperature. After assessing her physical condition, the user gently massages her wrists by the sink, soothingly relieving arm fatigue.","taking medicine,measure body temperature,massaging oneself"
LM_video/IR/user9/7-1-2/IR.mp4,"The user quickly finishes washing up in the bathroom, stands before the mirror, hastily takes medicine with warm water, and urgently uses a portable thermometer to check her temperature. After confirming her physical state, the user briskly massages her wrists by the sink, hurriedly alleviating arm fatigue.","taking medicine,measure body temperature,massaging oneself"
LM_video/IR/user9/7-1-3/IR.mp4,"The user calmly finishes washing up in the bathroom, stands before the mirror, steadily takes medicine with warm water, and composedly uses a portable thermometer to check her temperature. After evaluating her physical condition, the user evenly massages her wrists by the sink, peacefully relieving arm fatigue.","taking medicine,measure body temperature,massaging oneself"
LM_video/IR/user9/7-2-1/IR.mp4,"Then, the user walks slowly to the kitchen, thoroughly sweeps the floor, then gently mops the floor. Afterward, she carefully wipes the table, then leisurely eats breakfast. During the process, the user slowly pours a drink, gently stirs, and then calmly drinks.","walking,sweeping,mopping,wiping surfaces,eating,pouring,stirring,drinking"
LM_video/IR/user9/7-2-2/IR.mp4,"Then, the user walks steadily to the kitchen, carefully sweeps the floor, then evenly mops the floor. Afterward, she carefully wipes the table, then calmly eats breakfast, smoothly pours a drink, gently stirs, and quietly drinks.","walking,sweeping,mopping,wiping surfaces,eating,pouring,stirring,drinking"
LM_video/IR/user9/7-2-3/IR.mp4,"Then, the user walks hurriedly to the kitchen, quickly sweeps the floor, then forcefully mops the floor. Afterward, she hastily wipes the table, then hurriedly eats breakfast, rapidly pours a drink, gently stirs, and rapidly drinks.","walking,sweeping,mopping,wiping surfaces,eating,pouring,stirring,drinking"
LM_video/IR/user10/1-1-1/IR.mp4,"The user gently combs her hair in the bathroom, slowly checking the time.","combing hair,checking the time"
LM_video/IR/user10/1-1-2/IR.mp4,"The user quickly combs her hair in the bathroom, urgently checking the time.","combing hair,checking the time"
LM_video/IR/user10/1-1-3/IR.mp4,"The user calmly combs her hair in the bathroom, checking the time unhurriedly.","combing hair,checking the time"
LM_video/IR/user10/1-2-1/IR.mp4,"The user then leisurely moves to the bedroom, standing at the center to effortlessly perform squats and single-leg balances. Next, she smoothly executes lunges followed by another set of squats, then comfortably stretches to complete her routine.","squats,one leg balance,lunges,squats,stretching"
LM_video/IR/user10/1-2-2/IR.mp4,"The user then hastily moves to the bedroom, standing at the center to rapidly complete squats and single-leg balances. Next, she urgently performs lunges followed by another round of squats, then hurriedly stretches to wrap up her workout.","squats,one leg balance,lunges,squats,stretching"
LM_video/IR/user10/1-2-3/IR.mp4,"The user then steadily moves to the bedroom, standing at the center to methodically perform squats and single-leg balances. Next, she attentively executes lunges followed by additional squats, then leisurely stretches to cool down.","squats,one leg balance,lunges,squats,stretching"
LM_video/IR/user10/2-1-1/IR.mp4,"The user walks into the kitchen slowly, gently opens the cabinet, slowly takes out a juice bottle, and pours it leisurely into a glass. Then, calmly opening the drawer, she casually selects a set of utensils and savors her breakfast, occasionally sipping juice at a relaxed pace. After breakfast, she meticulously sweeps and thoroughly mops, leaving the kitchen spotless.","opening storage container,pouring,grabbing utensils,eating,drinking,sweeping,mopping"
LM_video/IR/user10/2-1-2/IR.mp4,"The user walks into the kitchen peacefully, effortlessly opens the cabinet, naturally grabs a juice bottle, and pours it steadily into a glass. Then, easily opening the drawer, she comfortably picks a set of utensils and enjoys her breakfast, occasionally taking calm sips. After breakfast, she patiently sweeps and carefully mops, refreshing the kitchen completely.","opening storage container,pouring,grabbing utensils,eating,drinking,sweeping,mopping"
LM_video/IR/user10/2-1-3/IR.mp4,"The user walks into the kitchen hurriedly, swiftly opens the cabinet, hastily grabs a juice bottle, and pours it quickly into a glass. Then, urgently opening the drawer, she rapidly takes a set of utensils and rushes through breakfast, occasionally gulping juice anxiously. After breakfast, she speedily sweeps and hastily mops, making the kitchen presentable again.","opening storage container,pouring,grabbing utensils,eating,drinking,sweeping,mopping"
LM_video/IR/user10/2-2-1/IR.mp4,"The user then enters the bedroom calmly, sits at the desk, and gently types on the keyboard, immersed in intently writing. She occasionally flips through documents and glances at the time, completing her work tasks with undivided attention.","walking,sitting down,typing on a keyboard,writing,turning a page,checking the time"
LM_video/IR/user10/2-2-2/IR.mp4,"The user then steps into the bedroom quietly, sits at the desk, and steadily types on the keyboard, engaged in diligent writing. She periodically turns document pages and checks the time, finishing her work assignments with complete concentration.","walking,sitting down,typing on a keyboard,writing,turning a page,checking the time"
LM_video/IR/user10/2-2-3/IR.mp4,"The user then hurries into the bedroom anxiously, sits at the desk, and rapidly types on the keyboard, working under pressure. She frequently leafs through documents and monitors the time nervously, rushing to complete work tasks in a state of urgency.","walking,sitting down,typing on a keyboard,writing,turning a page,checking the time"
LM_video/IR/user10/3-1-1/IR.mp4,"The user slowly pours out the beverage, gently stirring it, then leisurely savors the food with utensils. While washing dishes, she meticulously wipes each plate and utensil, ensuring they shine like new.","pouring,stirring,eating,washing dishes"
LM_video/IR/user10/3-1-2/IR.mp4,"The user steadily pours out the beverage, evenly stirring it, then calmly enjoys the food with utensils. While washing dishes, she diligently dries each plate and utensil, ensuring they're spotless.","pouring,stirring,eating,washing dishes"
LM_video/IR/user10/3-1-3/IR.mp4,"The user hastily pours out the beverage, quickly stirring it, then hurriedly eats the food with utensils. While washing dishes, she rapidly dries each plate and utensil, ensuring no residue remains.","pouring,stirring,eating,washing dishes"
LM_video/IR/user10/3-2-1/IR.mp4,"In the bedroom, the user gently wipes the desk with a cloth, patiently cleaning every speck of dust and stain. Finally, she slowly sweeps the floor, then carefully mops it, making the surface look fresh and renewed.","wiping surfaces,sweeping,mopping"
LM_video/IR/user10/3-2-2/IR.mp4,"In the bedroom, the user meticulously wipes the desk with a cloth, thoroughly cleaning every speck of dust and stain. Finally, she systematically sweeps the floor, then thoroughly mops it, making the surface gleam like a mirror.","wiping surfaces,sweeping,mopping"
LM_video/IR/user10/3-2-3/IR.mp4,"In the bedroom, the user quickly wipes the desk with a cloth, eagerly cleaning every speck of dust and stain. Finally, she swiftly sweeps the floor, then rapidly mops it, quickly restoring the room’s neatness.","wiping surfaces,sweeping,mopping"
LM_video/IR/user10/4-1-1/IR.mp4,"The user sits on the sofa, gently typing on the keyboard, fully absorbed in processing work emails while occasionally glancing at the time to maintain her schedule. She steadily retrieves a document from the folder, carefully reading through each section and periodically turning pages for thorough comprehension. After pausing to sip water, she casually browses through new messages on her phone.","typing on a keyboard,checking the time,reading,turning a page,drinking,using mobile phone"
LM_video/IR/user10/4-1-2/IR.mp4,"The user sits on the sofa, quickly typing on the keyboard, efficiently clearing her email inbox while frequently checking the time against her tight schedule. She swiftly pulls a document from the folder, rapidly scanning the contents while flipping pages at a brisk pace. Hastily taking a drink, she urgently checks for updates on her phone.","typing on a keyboard,checking the time,reading,turning a page,drinking,using mobile phone"
