video_path,logic,candidate
SM_video/Depth/10搅拌饮料/user9/7-2-3/Depth.mp4,stirring,"""pouring, washing dishes"""
SM_video/Depth/20查看时间/user10/1-1-1/Depth.mp4,checkingthetime,"""reading, turning a page"""
SM_video/Depth/20查看时间/user10/1-1-2/Depth.mp4,checkingthetime,"""reading, turning a page"""
SM_video/Depth/20查看时间/user10/1-1-3/Depth.mp4,checkingthetime,"""reading, turning a page"""
SM_video/Depth/29深蹲/user10/1-2-1/Depth.mp4,squats,"""sitting down, one leg balance"""
SM_video/Depth/40单腿平衡/user10/1-2-1/Depth.mp4,onelegbalance,"""jumping jacks, lunges"""
SM_video/Depth/35弓箭步/user10/1-2-1/Depth.mp4,lunges,"""walking, one leg balance"""
SM_video/Depth/29深蹲/user10/1-2-1/Depth.mp4,squats,"""sitting down, one leg balance"""
SM_video/Depth/31伸展运动/user10/1-2-1/Depth.mp4,stretching,"""jumping jacks, one leg balance"""
SM_video/Depth/29深蹲/user10/1-2-2/Depth.mp4,squats,"""sitting down, one leg balance"""
SM_video/Depth/40单腿平衡/user10/1-2-2/Depth.mp4,onelegbalance,"""jumping jacks, lunges"""
SM_video/Depth/35弓箭步/user10/1-2-2/Depth.mp4,lunges,"""walking, one leg balance"""
SM_video/Depth/29深蹲/user10/1-2-2/Depth.mp4,squats,"""sitting down, one leg balance"""
SM_video/Depth/31伸展运动/user10/1-2-2/Depth.mp4,stretching,"""jumping jacks, one leg balance"""
SM_video/Depth/29深蹲/user10/1-2-3/Depth.mp4,squats,"""sitting down, one leg balance"""
SM_video/Depth/40单腿平衡/user10/1-2-3/Depth.mp4,onelegbalance,"""jumping jacks, lunges"""
SM_video/Depth/35弓箭步/user10/1-2-3/Depth.mp4,lunges,"""walking, one leg balance"""
SM_video/Depth/29深蹲/user10/1-2-3/Depth.mp4,squats,"""sitting down, one leg balance"""
SM_video/Depth/31伸展运动/user10/1-2-3/Depth.mp4,stretching,"""jumping jacks, one leg balance"""
SM_video/Depth/43拉开柜子（取东西）/user10/2-1-1/Depth.mp4,openingstoragecontainer,"""wiping surfaces, taking medicine"""
SM_video/Depth/9倒饮料/user10/2-1-1/Depth.mp4,pouring,"""drinking, grabbing utensils"""
"SM_video/Depth/8取,用餐具/user10/2-1-1/Depth.mp4",grabbingutensils,"""wiping surfaces, stretching"""
SM_video/Depth/7吃东西/user10/2-1-1/Depth.mp4,eating,"""drinking, writing"""
SM_video/Depth/6喝水/user10/2-1-1/Depth.mp4,drinking,"""grabbing utensils, pouring"""
SM_video/Depth/12扫地/user10/2-1-1/Depth.mp4,sweeping,"""mopping, walking"""
SM_video/Depth/13拖地/user10/2-1-1/Depth.mp4,mopping,"""sweeping, walking"""
SM_video/Depth/43拉开柜子（取东西）/user10/2-1-2/Depth.mp4,openingstoragecontainer,"""wiping surfaces, taking medicine"""
SM_video/Depth/9倒饮料/user10/2-1-2/Depth.mp4,pouring,"""drinking, grabbing utensils"""
"SM_video/Depth/8取,用餐具/user10/2-1-2/Depth.mp4",grabbingutensils,"""wiping surfaces, stretching"""
SM_video/Depth/7吃东西/user10/2-1-2/Depth.mp4,eating,"""drinking, writing"""
SM_video/Depth/6喝水/user10/2-1-2/Depth.mp4,drinking,"""grabbing utensils, pouring"""
SM_video/Depth/12扫地/user10/2-1-2/Depth.mp4,sweeping,"""mopping, walking"""
SM_video/Depth/13拖地/user10/2-1-2/Depth.mp4,mopping,"""sweeping, walking"""
SM_video/Depth/43拉开柜子（取东西）/user10/2-1-3/Depth.mp4,openingstoragecontainer,"""wiping surfaces, taking medicine"""
SM_video/Depth/9倒饮料/user10/2-1-3/Depth.mp4,pouring,"""drinking, grabbing utensils"""
"SM_video/Depth/8取,用餐具/user10/2-1-3/Depth.mp4",grabbingutensils,"""wiping surfaces, stretching"""
SM_video/Depth/7吃东西/user10/2-1-3/Depth.mp4,eating,"""drinking, writing"""
SM_video/Depth/6喝水/user10/2-1-3/Depth.mp4,drinking,"""grabbing utensils, pouring"""
SM_video/Depth/12扫地/user10/2-1-3/Depth.mp4,sweeping,"""mopping, walking"""
SM_video/Depth/13拖地/user10/2-1-3/Depth.mp4,mopping,"""sweeping, walking"""
SM_video/Depth/17敲击键盘/user10/2-2-1/Depth.mp4,typingonakeyboard,"""writing, reading"""
SM_video/Depth/22翻页/user10/2-2-1/Depth.mp4,turningapage,"""checking the time, reading"""
SM_video/Depth/20查看时间/user10/2-2-1/Depth.mp4,checkingthetime,"""reading, turning a page"""
SM_video/Depth/17敲击键盘/user10/2-2-2/Depth.mp4,typingonakeyboard,"""writing, reading"""
SM_video/Depth/22翻页/user10/2-2-2/Depth.mp4,turningapage,"""checking the time, reading"""
SM_video/Depth/20查看时间/user10/2-2-2/Depth.mp4,checkingthetime,"""reading, turning a page"""
SM_video/Depth/17敲击键盘/user10/2-2-3/Depth.mp4,typingonakeyboard,"""writing, reading"""
SM_video/Depth/22翻页/user10/2-2-3/Depth.mp4,turningapage,"""checking the time, reading"""
SM_video/Depth/20查看时间/user10/2-2-3/Depth.mp4,checkingthetime,"""reading, turning a page"""
SM_video/Depth/9倒饮料/user10/3-1-1/Depth.mp4,pouring,"""drinking, grabbing utensils"""
SM_video/Depth/10搅拌饮料/user10/3-1-1/Depth.mp4,stirring,"""pouring, writing"""
SM_video/Depth/7吃东西/user10/3-1-1/Depth.mp4,eating,"""drinking, writing"""
SM_video/Depth/14擦碗/user10/3-1-1/Depth.mp4,washingdishes,"""grabbing utensils, wiping surfaces"""
SM_video/Depth/9倒饮料/user10/3-1-2/Depth.mp4,pouring,"""drinking, grabbing utensils"""
SM_video/Depth/10搅拌饮料/user10/3-1-2/Depth.mp4,stirring,"""pouring, writing"""
SM_video/Depth/7吃东西/user10/3-1-2/Depth.mp4,eating,"""drinking, writing"""
SM_video/Depth/14擦碗/user10/3-1-2/Depth.mp4,washingdishes,"""grabbing utensils, wiping surfaces"""
SM_video/Depth/9倒饮料/user10/3-1-3/Depth.mp4,pouring,"""drinking, grabbing utensils"""
SM_video/Depth/10搅拌饮料/user10/3-1-3/Depth.mp4,stirring,"""pouring, writing"""
SM_video/Depth/7吃东西/user10/3-1-3/Depth.mp4,eating,"""drinking, writing"""
SM_video/Depth/14擦碗/user10/3-1-3/Depth.mp4,washingdishes,"""grabbing utensils, wiping surfaces"""
"SM_video/Depth/15擦窗户,桌子/user10/3-2-1/Depth.mp4",wipingsurfaces,"""grabbing utensils, washing dishes"""
SM_video/Depth/12扫地/user10/3-2-1/Depth.mp4,sweeping,"""mopping, walking"""
SM_video/Depth/13拖地/user10/3-2-1/Depth.mp4,mopping,"""sweeping, walking"""
"SM_video/Depth/15擦窗户,桌子/user10/3-2-2/Depth.mp4",wipingsurfaces,"""grabbing utensils, washing dishes"""
SM_video/Depth/12扫地/user10/3-2-2/Depth.mp4,sweeping,"""mopping, walking"""
SM_video/Depth/13拖地/user10/3-2-2/Depth.mp4,mopping,"""sweeping, walking"""
"SM_video/Depth/15擦窗户,桌子/user10/3-2-3/Depth.mp4",wipingsurfaces,"""grabbing utensils, washing dishes"""
SM_video/Depth/12扫地/user10/3-2-3/Depth.mp4,sweeping,"""mopping, walking"""
SM_video/Depth/13拖地/user10/3-2-3/Depth.mp4,mopping,"""sweeping, walking"""
SM_video/Depth/6喝水/user10/4-1-1/Depth.mp4,drinking,"""grabbing utensils, pouring"""
SM_video/Depth/24使用手机/user10/4-1-1/Depth.mp4,usingmobilephone,"""calling, checking the time"""
SM_video/Depth/6喝水/user10/4-1-2/Depth.mp4,drinking,"""grabbing utensils, pouring"""
SM_video/Depth/24使用手机/user10/4-1-2/Depth.mp4,usingmobilephone,"""calling, checking the time"""
SM_video/Depth/6喝水/user10/4-1-3/Depth.mp4,drinking,"""grabbing utensils, pouring"""
SM_video/Depth/24使用手机/user10/4-1-3/Depth.mp4,usingmobilephone,"""calling, checking the time"""
SM_video/Depth/0洗脸/user10/4-2-1/Depth.mp4,washingface,"""combing hair, wiping hands"""
SM_video/Depth/0洗脸/user10/4-2-2/Depth.mp4,washingface,"""combing hair, wiping hands"""
SM_video/Depth/0洗脸/user10/4-2-3/Depth.mp4,washingface,"""combing hair, wiping hands"""
SM_video/Depth/17敲击键盘/user10/5-1-1/Depth.mp4,typingonakeyboard,"""writing, reading"""
SM_video/Depth/20查看时间/user10/5-1-1/Depth.mp4,checkingthetime,"""reading, turning a page"""
SM_video/Depth/9倒饮料/user10/5-1-1/Depth.mp4,pouring,"""drinking, grabbing utensils"""
SM_video/Depth/10搅拌饮料/user10/5-1-1/Depth.mp4,stirring,"""pouring, writing"""
SM_video/Depth/17敲击键盘/user10/5-1-2/Depth.mp4,typingonakeyboard,"""writing, reading"""
SM_video/Depth/20查看时间/user10/5-1-2/Depth.mp4,checkingthetime,"""reading, turning a page"""
SM_video/Depth/9倒饮料/user10/5-1-2/Depth.mp4,pouring,"""drinking, grabbing utensils"""
SM_video/Depth/10搅拌饮料/user10/5-1-2/Depth.mp4,stirring,"""pouring, writing"""
SM_video/Depth/17敲击键盘/user10/5-1-3/Depth.mp4,typingonakeyboard,"""writing, reading"""
SM_video/Depth/20查看时间/user10/5-1-3/Depth.mp4,checkingthetime,"""reading, turning a page"""
SM_video/Depth/9倒饮料/user10/5-1-3/Depth.mp4,pouring,"""drinking, grabbing utensils"""
SM_video/Depth/30开合跳/user10/6-1-1/Depth.mp4,jumpingjacks,"""running, jumping jacks"""
SM_video/Depth/29深蹲/user10/6-1-1/Depth.mp4,squats,"""sitting down, one leg balance"""
SM_video/Depth/30开合跳/user10/6-1-2/Depth.mp4,jumpingjacks,"""running, jumping jacks"""
SM_video/Depth/29深蹲/user10/6-1-2/Depth.mp4,squats,"""sitting down, one leg balance"""
SM_video/Depth/30开合跳/user10/6-1-3/Depth.mp4,jumpingjacks,"""running, jumping jacks"""
SM_video/Depth/29深蹲/user10/6-1-3/Depth.mp4,squats,"""sitting down, one leg balance"""
SM_video/Depth/38按摩自己/user10/6-2-1/Depth.mp4,massagingoneself,"""calling, taking a selfie"""
SM_video/Depth/38按摩自己/user10/6-2-2/Depth.mp4,massagingoneself,"""calling, taking a selfie"""
SM_video/Depth/38按摩自己/user10/6-2-3/Depth.mp4,massagingoneself,"""calling, taking a selfie"""
SM_video/Depth/9倒饮料/user10/6-3-1/Depth.mp4,pouring,"""drinking, grabbing utensils"""
SM_video/Depth/10搅拌饮料/user10/6-3-1/Depth.mp4,stirring,"""pouring, writing"""
SM_video/Depth/23用耳机听音乐/user10/6-3-1/Depth.mp4,listentomusicwithheadphones,"""eating, taking a selfie"""
SM_video/Depth/9倒饮料/user10/6-3-2/Depth.mp4,pouring,"""drinking, grabbing utensils"""
SM_video/Depth/10搅拌饮料/user10/6-3-2/Depth.mp4,stirring,"""pouring, writing"""
SM_video/Depth/23用耳机听音乐/user10/6-3-2/Depth.mp4,listentomusicwithheadphones,"""eating, taking a selfie"""
SM_video/Depth/9倒饮料/user10/6-3-3/Depth.mp4,pouring,"""drinking, grabbing utensils"""
SM_video/Depth/10搅拌饮料/user10/6-3-3/Depth.mp4,stirring,"""pouring, writing"""
SM_video/Depth/23用耳机听音乐/user10/6-3-3/Depth.mp4,listentomusicwithheadphones,"""eating, taking a selfie"""
SM_video/Depth/7吃东西/user10/7-1-1/Depth.mp4,eating,"""drinking, writing"""
SM_video/Depth/9倒饮料/user10/7-1-1/Depth.mp4,pouring,"""drinking, grabbing utensils"""
SM_video/Depth/10搅拌饮料/user10/7-1-1/Depth.mp4,stirring,"""pouring, writing"""
SM_video/Depth/37服药/user10/7-1-1/Depth.mp4,takingmedicine,"""drinking, eating"""
SM_video/Depth/38按摩自己/user10/7-1-1/Depth.mp4,massagingoneself,"""calling, taking a selfie"""
SM_video/Depth/7吃东西/user10/7-1-2/Depth.mp4,eating,"""drinking, writing"""
SM_video/Depth/9倒饮料/user10/7-1-2/Depth.mp4,pouring,"""drinking, grabbing utensils"""
SM_video/Depth/10搅拌饮料/user10/7-1-2/Depth.mp4,stirring,"""pouring, writing"""
SM_video/Depth/37服药/user10/7-1-2/Depth.mp4,takingmedicine,"""drinking, eating"""
SM_video/Depth/38按摩自己/user10/7-1-2/Depth.mp4,massagingoneself,"""calling, taking a selfie"""
SM_video/Depth/0洗脸/user11/1-1-1/Depth.mp4,washingface,"""brushing teeth, drinking"""
SM_video/Depth/0洗脸/user11/1-1-2/Depth.mp4,washingface,"""brushing teeth, drinking"""
SM_video/Depth/0洗脸/user11/1-1-3/Depth.mp4,washingface,"""brushing teeth, drinking"""
SM_video/Depth/24使用手机/user11/1-2-1/Depth.mp4,usingmobilephone,"""playing games, running"""
SM_video/Depth/23用耳机听音乐/user11/1-2-1/Depth.mp4,listentomusicwithheadphones,"""calling, using mobile phone"""
SM_video/Depth/23用耳机听音乐/user11/1-2-2/Depth.mp4,listentomusicwithheadphones,"""calling, using mobile phone"""
SM_video/Depth/24使用手机/user11/1-2-3/Depth.mp4,usingmobilephone,"""playing games, running"""
SM_video/Depth/23用耳机听音乐/user11/1-2-3/Depth.mp4,listentomusicwithheadphones,"""calling, using mobile phone"""
"SM_video/Depth/8取,用餐具/user11/2-1-1/Depth.mp4",grabbingutensils,"""wiping surfaces, opening storage container"""
SM_video/Depth/12扫地/user11/2-1-1/Depth.mp4,sweeping,"""mopping, squats"""
SM_video/Depth/13拖地/user11/2-1-1/Depth.mp4,mopping,"""sweeping, squats"""
"SM_video/Depth/8取,用餐具/user11/2-1-2/Depth.mp4",grabbingutensils,"""wiping surfaces, opening storage container"""
SM_video/Depth/12扫地/user11/2-1-2/Depth.mp4,sweeping,"""mopping, squats"""
SM_video/Depth/13拖地/user11/2-1-2/Depth.mp4,mopping,"""sweeping, squats"""
"SM_video/Depth/8取,用餐具/user11/2-1-3/Depth.mp4",grabbingutensils,"""wiping surfaces, opening storage container"""
SM_video/Depth/12扫地/user11/2-1-3/Depth.mp4,sweeping,"""mopping, squats"""
SM_video/Depth/13拖地/user11/2-1-3/Depth.mp4,mopping,"""sweeping, squats"""
SM_video/Depth/22翻页/user11/2-2-1/Depth.mp4,turningapage,"""reading, sitting down"""
SM_video/Depth/20查看时间/user11/2-2-1/Depth.mp4,checkingthetime,"""reading, turning a page"""
SM_video/Depth/40单腿平衡/user11/2-2-1/Depth.mp4,onelegbalance,"""stretching, walking"""
SM_video/Depth/22翻页/user11/2-2-2/Depth.mp4,turningapage,"""reading, sitting down"""
SM_video/Depth/20查看时间/user11/2-2-2/Depth.mp4,checkingthetime,"""reading, turning a page"""
SM_video/Depth/40单腿平衡/user11/2-2-2/Depth.mp4,onelegbalance,"""stretching, walking"""
SM_video/Depth/22翻页/user11/2-2-3/Depth.mp4,turningapage,"""reading, sitting down"""
SM_video/Depth/20查看时间/user11/2-2-3/Depth.mp4,checkingthetime,"""reading, turning a page"""
SM_video/Depth/40单腿平衡/user11/2-2-3/Depth.mp4,onelegbalance,"""stretching, walking"""
SM_video/Depth/41削水果/user11/3-1-1/Depth.mp4,peelingfruit,"""eating, peeling fruit"""
SM_video/Depth/42扔（垃圾）/user11/3-1-1/Depth.mp4,throwing,"""peeling fruit, walking"""
SM_video/Depth/41削水果/user11/3-1-2/Depth.mp4,peelingfruit,"""eating, peeling fruit"""
SM_video/Depth/42扔（垃圾）/user11/3-1-2/Depth.mp4,throwing,"""peeling fruit, walking"""
SM_video/Depth/41削水果/user11/3-1-3/Depth.mp4,peelingfruit,"""eating, peeling fruit"""
SM_video/Depth/42扔（垃圾）/user11/3-1-3/Depth.mp4,throwing,"""peeling fruit, walking"""
SM_video/Depth/29深蹲/user11/3-2-1/Depth.mp4,squats,"""standing up, walking"""
SM_video/Depth/30开合跳/user11/3-2-1/Depth.mp4,jumpingjacks,"""squats, standing up"""
SM_video/Depth/29深蹲/user11/3-2-2/Depth.mp4,squats,"""standing up, walking"""
SM_video/Depth/30开合跳/user11/3-2-2/Depth.mp4,jumpingjacks,"""squats, standing up"""
SM_video/Depth/29深蹲/user11/3-2-3/Depth.mp4,squats,"""standing up, walking"""
SM_video/Depth/30开合跳/user11/3-2-3/Depth.mp4,jumpingjacks,"""squats, standing up"""
SM_video/Depth/24使用手机/user11/4-1-1/Depth.mp4,usingmobilephone,"""standing up, sitting down"""
SM_video/Depth/19打电话/user11/4-1-1/Depth.mp4,calling,"""listen to music with headphones, using mobile phone"""
SM_video/Depth/32站起/user11/4-1-1/Depth.mp4,standingup,"""squats, sitting down"""
SM_video/Depth/24使用手机/user11/4-1-2/Depth.mp4,usingmobilephone,"""standing up, sitting down"""
SM_video/Depth/19打电话/user11/4-1-2/Depth.mp4,calling,"""listen to music with headphones, using mobile phone"""
SM_video/Depth/32站起/user11/4-1-2/Depth.mp4,standingup,"""squats, sitting down"""
SM_video/Depth/24使用手机/user11/4-1-3/Depth.mp4,usingmobilephone,"""standing up, sitting down"""
SM_video/Depth/19打电话/user11/4-1-3/Depth.mp4,calling,"""listen to music with headphones, using mobile phone"""
SM_video/Depth/32站起/user11/4-1-3/Depth.mp4,standingup,"""squats, sitting down"""
SM_video/Depth/0洗脸/user11/4-2-1/Depth.mp4,washingface,"""drinking, wiping hands"""
SM_video/Depth/0洗脸/user11/4-2-2/Depth.mp4,washingface,"""drinking, wiping hands"""
SM_video/Depth/0洗脸/user11/4-2-3/Depth.mp4,washingface,"""drinking, wiping hands"""
SM_video/Depth/42扔（垃圾）/user11/5-1-1/Depth.mp4,throwing,"""wiping hands, grabbing utensils"""
SM_video/Depth/27自拍/user11/5-1-1/Depth.mp4,takingaselfie,"""calling, using mobile phone"""
SM_video/Depth/42扔（垃圾）/user11/5-1-2/Depth.mp4,throwing,"""wiping hands, grabbing utensils"""
SM_video/Depth/27自拍/user11/5-1-2/Depth.mp4,takingaselfie,"""calling, using mobile phone"""
SM_video/Depth/42扔（垃圾）/user11/5-1-3/Depth.mp4,throwing,"""wiping hands, grabbing utensils"""
SM_video/Depth/27自拍/user11/5-1-3/Depth.mp4,takingaselfie,"""calling, using mobile phone"""
SM_video/Depth/24使用手机/user11/5-2-1/Depth.mp4,usingmobilephone,"""listen to music with headphones, sitting down"""
SM_video/Depth/23用耳机听音乐/user11/5-2-1/Depth.mp4,listentomusicwithheadphones,"""using mobile phone, sitting down"""
SM_video/Depth/24使用手机/user11/5-2-2/Depth.mp4,usingmobilephone,"""listen to music with headphones, sitting down"""
SM_video/Depth/23用耳机听音乐/user11/5-2-2/Depth.mp4,listentomusicwithheadphones,"""using mobile phone, sitting down"""
SM_video/Depth/24使用手机/user11/5-2-3/Depth.mp4,usingmobilephone,"""listen to music with headphones, sitting down"""
SM_video/Depth/23用耳机听音乐/user11/5-2-3/Depth.mp4,listentomusicwithheadphones,"""using mobile phone, sitting down"""
SM_video/Depth/39测量体温/user11/6-1-1/Depth.mp4,measurebodytemperature,"""getting dressed, undressing"""
SM_video/Depth/5穿衣/user11/6-1-1/Depth.mp4,gettingdressed,"""undressing, measure body temperature"""
SM_video/Depth/39测量体温/user11/6-1-2/Depth.mp4,measurebodytemperature,"""getting dressed, undressing"""
SM_video/Depth/5穿衣/user11/6-1-2/Depth.mp4,gettingdressed,"""undressing, measure body temperature"""
SM_video/Depth/39测量体温/user11/6-1-3/Depth.mp4,measurebodytemperature,"""getting dressed, undressing"""
SM_video/Depth/5穿衣/user11/6-1-3/Depth.mp4,gettingdressed,"""undressing, measure body temperature"""
SM_video/Depth/9倒饮料/user11/6-2-1/Depth.mp4,pouring,"""drinking, sitting down"""
SM_video/Depth/6喝水/user11/6-2-1/Depth.mp4,drinking,"""eating, pouring"""
SM_video/Depth/9倒饮料/user11/6-2-2/Depth.mp4,pouring,"""drinking, sitting down"""
SM_video/Depth/6喝水/user11/6-2-2/Depth.mp4,drinking,"""eating, pouring"""
SM_video/Depth/9倒饮料/user11/6-2-3/Depth.mp4,pouring,"""drinking, sitting down"""
SM_video/Depth/6喝水/user11/6-2-3/Depth.mp4,drinking,"""eating, pouring"""
SM_video/Depth/6喝水/user11/7-1-1/Depth.mp4,drinking,"""eating, stirring"""
SM_video/Depth/7吃东西/user11/7-1-1/Depth.mp4,eating,"""drinking, grabbing utensils"""
SM_video/Depth/37服药/user11/7-1-1/Depth.mp4,takingmedicine,"""eating, grabbing utensils"""
SM_video/Depth/6喝水/user11/7-1-2/Depth.mp4,drinking,"""eating, stirring"""
SM_video/Depth/7吃东西/user11/7-1-2/Depth.mp4,eating,"""drinking, grabbing utensils"""
SM_video/Depth/37服药/user11/7-1-2/Depth.mp4,takingmedicine,"""eating, grabbing utensils"""
SM_video/Depth/6喝水/user11/7-1-3/Depth.mp4,drinking,"""eating, stirring"""
SM_video/Depth/7吃东西/user11/7-1-3/Depth.mp4,eating,"""drinking, grabbing utensils"""
SM_video/Depth/37服药/user11/7-1-3/Depth.mp4,takingmedicine,"""eating, grabbing utensils"""
SM_video/Depth/38按摩自己/user11/7-2-1/Depth.mp4,massagingoneself,"""wiping hands, checking the time"""
SM_video/Depth/38按摩自己/user11/7-2-2/Depth.mp4,massagingoneself,"""wiping hands, checking the time"""
SM_video/Depth/38按摩自己/user11/7-2-3/Depth.mp4,massagingoneself,"""wiping hands, checking the time"""
SM_video/Depth/0洗脸/user12/1-1-1/Depth.mp4,washingface,"""brushing teeth, wiping hands"""
SM_video/Depth/0洗脸/user12/1-1-2/Depth.mp4,washingface,"""brushing teeth, wiping hands"""
SM_video/Depth/0洗脸/user12/1-1-3/Depth.mp4,washingface,"""brushing teeth, wiping hands"""
SM_video/Depth/21阅读文件/user12/1-2-1/Depth.mp4,combinghair,"""getting dressed, stretching"""
SM_video/Depth/23用耳机听音乐/user12/1-2-1/Depth.mp4,listentomusicwithheadphones,"""wiping hands, grabbing utensils"""
SM_video/Depth/17敲击键盘/user12/1-2-1/Depth.mp4,typingonakeyboard,"""playing games, writing"""
SM_video/Depth/21阅读文件/user12/1-2-2/Depth.mp4,combinghair,"""getting dressed, stretching"""
SM_video/Depth/23用耳机听音乐/user12/1-2-2/Depth.mp4,listentomusicwithheadphones,"""wiping hands, grabbing utensils"""
SM_video/Depth/17敲击键盘/user12/1-2-2/Depth.mp4,typingonakeyboard,"""playing games, writing"""
SM_video/Depth/21阅读文件/user12/1-2-3/Depth.mp4,combinghair,"""getting dressed, stretching"""
SM_video/Depth/23用耳机听音乐/user12/1-2-3/Depth.mp4,listentomusicwithheadphones,"""wiping hands, grabbing utensils"""
SM_video/Depth/17敲击键盘/user12/1-2-3/Depth.mp4,typingonakeyboard,"""playing games, writing"""
SM_video/Depth/43拉开柜子（取东西）/user12/2-1-1/Depth.mp4,openingstoragecontainer,"""eating, grabbing utensils"""
SM_video/Depth/9倒饮料/user12/2-1-1/Depth.mp4,pouring,"""wiping hands, checking the time"""
"SM_video/Depth/8取,用餐具/user12/2-1-1/Depth.mp4",grabbingutensils,"""eating, opening storage container"""
SM_video/Depth/6喝水/user12/2-1-1/Depth.mp4,drinking,"""eating, taking medicine"""
SM_video/Depth/14擦碗/user12/2-1-1/Depth.mp4,washingdishes,"""wiping hands, grabbing utensils"""
"SM_video/Depth/15擦窗户,桌子/user12/2-1-1/Depth.mp4",wipingsurfaces,"""wiping hands, washing dishes"""
SM_video/Depth/43拉开柜子（取东西）/user12/2-1-2/Depth.mp4,openingstoragecontainer,"""eating, grabbing utensils"""
SM_video/Depth/9倒饮料/user12/2-1-2/Depth.mp4,pouring,"""wiping hands, checking the time"""
SM_video/Depth/6喝水/user12/2-1-2/Depth.mp4,drinking,"""eating, taking medicine"""
SM_video/Depth/14擦碗/user12/2-1-2/Depth.mp4,washingdishes,"""wiping hands, grabbing utensils"""
"SM_video/Depth/15擦窗户,桌子/user12/2-1-2/Depth.mp4",wipingsurfaces,"""wiping hands, washing dishes"""
SM_video/Depth/43拉开柜子（取东西）/user12/2-1-3/Depth.mp4,openingstoragecontainer,"""eating, grabbing utensils"""
SM_video/Depth/9倒饮料/user12/2-1-3/Depth.mp4,pouring,"""wiping hands, checking the time"""
"SM_video/Depth/8取,用餐具/user12/2-1-3/Depth.mp4",grabbingutensils,"""eating, opening storage container"""
SM_video/Depth/6喝水/user12/2-1-3/Depth.mp4,drinking,"""eating, taking medicine"""
SM_video/Depth/14擦碗/user12/2-1-3/Depth.mp4,washingdishes,"""wiping hands, grabbing utensils"""
"SM_video/Depth/15擦窗户,桌子/user12/2-1-3/Depth.mp4",wipingsurfaces,"""wiping hands, washing dishes"""
SM_video/Depth/0洗脸/user12/2-2-1/Depth.mp4,washingface,"""brushing teeth, wiping hands"""
SM_video/Depth/5穿衣/user12/2-2-1/Depth.mp4,gettingdressed,"""undressing, massaging oneself"""
SM_video/Depth/0洗脸/user12/2-2-2/Depth.mp4,washingface,"""brushing teeth, wiping hands"""
SM_video/Depth/5穿衣/user12/2-2-2/Depth.mp4,gettingdressed,"""undressing, massaging oneself"""
SM_video/Depth/0洗脸/user12/2-2-3/Depth.mp4,washingface,"""brushing teeth, wiping hands"""
SM_video/Depth/5穿衣/user12/2-2-3/Depth.mp4,gettingdressed,"""undressing, massaging oneself"""
SM_video/Depth/18写作/user12/3-1-1/Depth.mp4,writing,"""checking the time, reading"""
SM_video/Depth/41削水果/user12/3-1-1/Depth.mp4,peelingfruit,"""grabbing utensils, pouring"""
SM_video/Depth/18写作/user12/3-1-2/Depth.mp4,writing,"""checking the time, reading"""
SM_video/Depth/41削水果/user12/3-1-2/Depth.mp4,peelingfruit,"""grabbing utensils, pouring"""
SM_video/Depth/18写作/user12/3-1-3/Depth.mp4,writing,"""checking the time, reading"""
SM_video/Depth/41削水果/user12/3-1-3/Depth.mp4,peelingfruit,"""grabbing utensils, pouring"""
SM_video/Depth/16叠衣服/user12/3-2-1/Depth.mp4,foldingclothes,"""standing up, sitting down"""
SM_video/Depth/31伸展运动/user12/3-2-1/Depth.mp4,stretching,"""squats, standing up"""
SM_video/Depth/16叠衣服/user12/3-2-2/Depth.mp4,foldingclothes,"""standing up, sitting down"""
SM_video/Depth/31伸展运动/user12/3-2-2/Depth.mp4,stretching,"""squats, standing up"""
SM_video/Depth/16叠衣服/user12/3-2-3/Depth.mp4,foldingclothes,"""standing up, sitting down"""
SM_video/Depth/31伸展运动/user12/3-2-3/Depth.mp4,stretching,"""squats, standing up"""
SM_video/Depth/7吃东西/user12/3-3-1/Depth.mp4,eating,"""peeling fruit, taking medicine"""
SM_video/Depth/7吃东西/user12/3-3-2/Depth.mp4,eating,"""peeling fruit, taking medicine"""
SM_video/Depth/7吃东西/user12/3-3-3/Depth.mp4,eating,"""peeling fruit, taking medicine"""
SM_video/Depth/21阅读文件/user12/4-1-1/Depth.mp4,reading,"""writing, turning a page"""
SM_video/Depth/22翻页/user12/4-1-1/Depth.mp4,turningapage,"""writing, reading"""
SM_video/Depth/21阅读文件/user12/4-1-2/Depth.mp4,reading,"""writing, turning a page"""
SM_video/Depth/22翻页/user12/4-1-2/Depth.mp4,turningapage,"""writing, reading"""
SM_video/Depth/21阅读文件/user12/4-1-3/Depth.mp4,reading,"""writing, turning a page"""
SM_video/Depth/22翻页/user12/4-1-3/Depth.mp4,turningapage,"""writing, reading"""
SM_video/Depth/42扔（垃圾）/user12/4-2-1/Depth.mp4,throwing,"""wiping hands, peeling fruit"""
SM_video/Depth/27自拍/user12/4-2-1/Depth.mp4,takingaselfie,"""checking the time, using mobile phone"""
SM_video/Depth/42扔（垃圾）/user12/4-2-2/Depth.mp4,throwing,"""wiping hands, peeling fruit"""
SM_video/Depth/27自拍/user12/4-2-2/Depth.mp4,takingaselfie,"""checking the time, using mobile phone"""
SM_video/Depth/42扔（垃圾）/user12/4-2-3/Depth.mp4,throwing,"""wiping hands, peeling fruit"""
SM_video/Depth/27自拍/user12/4-2-3/Depth.mp4,takingaselfie,"""checking the time, using mobile phone"""
